Car Name,Car Price,Car Mileage,Exterior Color,Interior Color,Drivetrain,Fuel Type,Transmission,Engine,VIN,TimeStamp,Source
2023 Toyota 4Runner Limited,"$53,763",–,Magnetic Gray Metallic,Black / Graphite,4WD,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTEKU5JRXP6157495,2023-05-12 08:17:52.901003,Cars.com
2023 Toyota 4Runner 40th Anniversary Special Edition,"$48,158",–,White,Black / Graphite,4WD,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTEUU5JR2P6154227,2023-05-12 08:17:56.507996,Cars.com
2023 Toyota 4Runner TRD Off Road Premium,"$47,504",5 mi.,Magnetic Gray Metallic,Black / Graphite,Four-wheel Drive,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTERU5JR0P6149260,2023-05-12 08:17:59.626947,Cars.com
2022 Volkswagen Atlas Cross Sport 3.6L V6 SEL R-Line,"$44,887","17,984 mi.",Pure White,Dark Beige,All-wheel Drive,Gasoline,8-Speed Automatic with Tiptronic,3.6L V6 24V GDI DOHC,1V2SE2CA0NC207521,2023-05-12 08:18:03.403811,Cars.com
2022 Ford Bronco Black Diamond,"$50,995",460 mi.,Iconic Silver Metallic,Medium Sandstone,Four-wheel Drive,Gasoline,7-Speed Manual,2.3L I4 16V GDI DOHC Turbo,1FMDE5BH2NLB46615,2023-05-12 08:18:06.163022,Cars.com
2023 Honda Accord Hybrid Sport,"$32,990",10 mi.,Crystal Black Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,1HGCY2F56PA026273,2023-05-12 08:18:13.708901,Cars.com
2023 Honda Odyssey Elite,"$51,420",–,Platinum White,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H92PB052438,2023-05-12 08:18:15.729818,Cars.com
2023 GMC Canyon 4WD AT4,"$50,075",3 mi.,Summit White,Jet Black/Timber,Four-wheel Drive,Gasoline,Automatic,Turbocharged Gas I4 2.7L/,1GTP6DEK0P1140410,2023-05-12 08:18:18.197556,Cars.com
2023 Mazda CX-9 Carbon Edition,"$46,130","6,522 mi.",Polymetal Gray Metallic,Red,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L,JM3TCBDY4P0636194,2023-05-12 08:18:21.681672,Cars.com
2015 Ford Utility Police Interceptor Base,"$10,300","136,000 mi.",White,Black,All-wheel Drive,Gasoline,A/T,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,1FM5K8AR4FGB83863,2023-05-12 08:18:24.548580,Cars.com
2023 GMC Acadia Denali,"$50,967",5 mi.,Ebony Twilight Metallic,Dark Galvanized/Light Shale,All-wheel Drive,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",1GKKNXLS1PZ160799,2023-05-12 08:18:27.103307,Cars.com
2023 GMC Acadia Denali,"$50,967",5 mi.,Hunter Metallic,Jet Black,All-wheel Drive,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",1GKKNXLS5PZ160773,2023-05-12 08:18:30.376668,Cars.com
2023 GMC Acadia Denali,"$50,967",5 mi.,Ultra Blue Metallic,Jet Black,All-wheel Drive,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",1GKKNXLS9PZ159965,2023-05-12 08:18:32.277143,Cars.com
2022 Mercedes-Benz GLC 300 Base 4MATIC,"$50,910","2,399 mi.",Polar White,–,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EB6NG112393,2023-05-12 08:18:35.407917,Cars.com
2013 Volkswagen Eos Executive,"$20,950","38,437 mi.",Indium Gray Metallic,Charcoal / Black,Front-wheel Drive,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WVWFW8AH0DV005543,2023-05-12 08:18:37.468399,Cars.com
2021 Aston Martin Vantage Automatic,"$142,995","1,859 mi.",Xenon Gray,Lords Red,Rear-wheel Drive,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,SCFSMGAW5MGN05751,2023-05-12 08:18:41.068874,Cars.com
2022 Volvo XC90 T6 Momentum 7 Passenger,"$55,995","5,504 mi.",Denim Blue Metallic,Blond,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK7N1864575,2023-05-12 08:18:44.768332,Cars.com
2023 Mercedes-Benz AMG GT 43 Base,"$113,000",806 mi.,Gray,Auburn Brown,All-wheel Drive,Gasoline,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,W1K7X5KB7PA059062,2023-05-12 08:18:47.532223,Cars.com
2020 BMW X7 xDrive40i,"$56,888","37,854 mi.",Jet Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C01L9B60179,2023-05-12 08:18:51.146115,Cars.com
2023 Jeep Wrangler Sport,"$42,279",0 mi.,Black Clearcoat,Black,Four-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1C4HJXDN8PW607205,2023-05-12 08:18:54.685405,Cars.com
2024 Chevrolet Trax LT,"$24,680",10 mi.,Summit White / White,Jet Black,Front-wheel Drive,Gasoline,–,3 Cylinder,KL77LHE29RC008038,2023-05-12 08:18:56.640515,Cars.com
2023 Chevrolet Traverse LS,"$34,665",5 mi.,Summit White,Jet Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNERFKW8PJ234009,2023-05-12 08:18:59.081526,Cars.com
2023 GMC Sierra 2500 Denali,"$104,487",6 mi.,Onyx Black,Jet Black,Four-wheel Drive,Diesel,Automatic,6.6L V8 32V DDI OHV Turbo Diesel,1GT49REY2PF204719,2023-05-12 08:19:01.377959,Cars.com
2022 Ford F-150 XLT,"$45,000","7,720 mi.",Iconic Silver Metallic,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FTEX1EP8NKD74090,2023-05-12 08:19:05.058017,Cars.com
2022 Hyundai Santa Fe Limited,"$35,337","3,881 mi.",Twilight Black,Black,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.5L I4 16V PDI DOHC Turbo,5NMS44AL1NH445562,2023-05-12 08:19:06.979883,Cars.com
2023 RAM 1500 Big Horn,"$50,965",9 mi.,Bright White Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C6RREFG9PN535217,2023-05-12 08:19:17.388875,Cars.com
2019 Honda Odyssey EX-L,"$33,000","42,650 mi.",Modern Steel Metallic,Mocha,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H7XKB048001,2023-05-12 08:19:20.334190,Cars.com
2023 Kia Sportage Hybrid LX,"$31,185",11 mi.,Gravity Gray,Black,All-wheel Drive,Hybrid,Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,KNDPUCAG1P7061911,2023-05-12 08:19:22.126420,Cars.com
2014 Porsche Cayenne S,"$28,000","81,404 mi.",White,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.8L V8 32V GDI DOHC,WP1AB2A20ELA55286,2023-05-12 08:19:24.688647,Cars.com
2021 Ford Mustang Mach-E GT,"$42,987","25,336 mi.",Iconic Silver Metallic,Black Onyx w/Copper Acc,All-wheel Drive,Electric,Automatic,Electric Motor,3FMTK4SE5MMD99705,2023-05-12 08:19:27.595618,Cars.com
2023 Rolls-Royce Cullinan ,"$499,900",349 mi.,Tempest,Mandarin,All-wheel Drive,Gasoline,8-Speed Automatic,6.7L V12 Twin Turbo,SLATV8C04PU216209,2023-05-12 08:19:29.865363,Cars.com
2018 Porsche Macan GTS,"$57,980","34,412 mi.",Rhodium Silver,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,WP1AG2A54JLB63657,2023-05-12 08:19:33.112283,Cars.com
2022 Volvo XC90 T6 Inscription 7 Passenger,"$62,988","2,789 mi.",Crystal White Metallic,Midnight Zinc,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PL7N1873298,2023-05-12 08:19:36.168653,Cars.com
2022 Volvo S90 Recharge Plug-In Hybrid T8 Inscription,"$60,995","11,545 mi.",Bright Silver,Black,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Hybrid,LVYBR0AT8NP246518,2023-05-12 08:19:39.642256,Cars.com
2023 Jeep Grand Cherokee Altitude,"$42,935",5 mi.,Bright White Clearcoat,Global Black,Four-wheel Drive,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1C4RJHAG4PC520449,2023-05-12 08:19:42.569173,Cars.com
2020 Chevrolet Tahoe LT,"$44,824","54,840 mi.",Shadow Gray Metallic,Black,Four-wheel Drive,Gasoline,6-Speed Automatic,5.3L V8 16V GDI OHV,1GNSKBKC0LR282301,2023-05-12 08:19:44.665302,Cars.com
2023 RAM 1500 Laramie,"$62,230",7 mi.,Delmonico Red Pearlcoat,Black,Four-wheel Drive,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT5PN596138,2023-05-12 08:19:48.195088,Cars.com
2023 Chevrolet Corvette Stingray w/3LT,"$103,160",1 mi.,Orange,Natural,RWD,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,1G1YC3D48P5131854,2023-05-12 08:19:50.467117,Cars.com
2018 Kia Sportage EX,"$21,893","39,046 mi.",Pacific Blue,Black,All-wheel Drive,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPNCAC9J7422772,2023-05-12 08:19:52.490888,Cars.com
2022 Ford Explorer Timberline,"$48,300","2,035 mi.",Agate Black Metallic,Deep Cypress,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8JH1NGC48354,2023-05-12 08:19:55.206706,Cars.com
2020 Ford Fusion Hybrid SE,"$23,820","23,238 mi.",Agate Black Metallic,Ebony,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,3FA6P0LU7LR242475,2023-05-12 08:19:58.330522,Cars.com
2023 Toyota Prius Four,"$34,529",5 mi.,Midnight Black Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V DOHC Hybrid,JTDACAAU5P3001706,2023-05-12 08:20:00.029299,Cars.com
2022 Volkswagen Atlas 2.0T SEL,"$39,927","15,241 mi.",Platinum Gray Metallic,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1V2BP2CA1NC520488,2023-05-12 08:20:02.701924,Cars.com
2023 RAM 1500 Longhorn,"$63,165",170 mi.,Patriot Blue Pearlcoat,Black / Saddle,Four-wheel Drive,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1C6SRFKT1PN515103,2023-05-12 08:20:06.119001,Cars.com
2023 Jeep Wrangler 4xe Sahara,"$49,190",224 mi.,Hydro Blue Pearlcoat,Black,Four-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,1C4JJXP66PW515290,2023-05-12 08:20:08.434777,Cars.com
2022 Ford F-150 Lightning LARIAT,"$72,950",124 mi.,Antimatter Blue Metallic,Black,All-wheel Drive,Electric,1-Speed Automatic,Electric,1FTVW1EL7NWG15484,2023-05-12 08:20:15.026336,Cars.com
2023 Kia Sorento Hybrid EX,"$40,985",11 mi.,Snow White Pearl,Black,All-wheel Drive,Hybrid,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,KNDRHDLG3P5177185,2023-05-12 08:20:16.970910,Cars.com
2023 Ford Expedition Max Limited,"$87,690",10 mi.,Black Metallic,Black Onyx,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJK2A8XPEA27181,2023-05-12 08:20:20.699105,Cars.com
2022 Mercedes-Benz GLC 300 Base 4MATIC,"$50,910",5 mi.,Polar White,–,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EB8NG121239,2023-05-12 08:20:22.926499,Cars.com
2019 Mercedes-Benz E-Class E 300,"$40,808","38,588 mi.",DESIGNOCARDRED,Black,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDZF4KB8KA595100,2023-05-12 08:20:25.655071,Cars.com
2020 BMW M2 Competition,"$51,750","50,949 mi.",Black Sapphire Metallic,Black,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.0L I6 24V GDI DOHC Twin Turbo,WBS2U7C09L7E15729,2023-05-12 08:20:28.421827,Cars.com
2022 Chevrolet Bolt EV 1LT,"$28,996","4,773 mi.",Silver Flare Metallic,Jet Black,Front-wheel Drive,Electric,1-Speed Automatic,Electric,1G1FW6S08N4103653,2023-05-12 08:20:30.766197,Cars.com
2019 Audi Q5 2.0T Premium Plus,"$33,950","34,512 mi.",Mythos Black Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WA1BNAFY4K2079879,2023-05-12 08:20:33.700467,Cars.com
2021 Chrysler 300 S,"$31,995","35,243 mi.",Bright White Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CCABG6MH598900,2023-05-12 08:20:37.166530,Cars.com
2023 Chevrolet Camaro 2SS,"$53,545",1 mi.,Riverside Blue Metallic,Medium Ash Gray,Rear-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,1G1FH3D75P0140673,2023-05-12 08:20:40.511349,Cars.com
2017 Kia Optima SXL Turbo,"$18,650","92,513 mi.",Ebony Black / Black,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5XXGV4L29HG137209,2023-05-12 08:20:42.572967,Cars.com
2022 Kia Telluride SX,"$48,971","34,413 mi.",Wolf Gray,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP5DHC0NG213392,2023-05-12 08:20:45.266390,Cars.com
2023 Ford Transit-250 Base,"$56,575",0 mi.,Oxford White,Ebony,Rear-wheel Drive,E85 Flex Fuel,10-Speed Automatic,3.5L V6 24V PDI DOHC Flexible Fuel,1FTBR1C89PKB03034,2023-05-12 08:20:47.810918,Cars.com
2023 Toyota RAV4 XLE,"$35,063",5 mi.,Lunar Rock,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,2T3P1RFV6PW367722,2023-05-12 08:20:50.511595,Cars.com
2016 Nissan Murano Hybrid Platinum,"$26,665","66,377 mi.",Pacific Sunset,Black,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Supercharged Hybrid,5N1CZ2MHXGN111307,2023-05-12 08:20:53.122632,Cars.com
2023 Toyota 4Runner TRD Pro,"$56,782",5 mi.,Solar,Black / Graphite,Four-wheel Drive,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTELU5JR6P6142173,2023-05-12 08:20:55.146788,Cars.com
2023 RAM 1500 Limited,"$62,445",15 mi.,Bright White Clearcoat,Black,Four-wheel Drive,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1C6SRFHTXPN528083,2023-05-12 08:20:57.119921,Cars.com
2016 Audi A5 2.0T Premium Plus,"$17,995","106,789 mi.",Utopia Blue Metallic,Black,All-wheel Drive,E85 Flex Fuel,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,WAUM2AFR7GA057367,2023-05-12 08:20:59.442530,Cars.com
2013 Chevrolet Silverado 2500 LTZ,"$29,995","97,120 mi.",Silver Ice Metallic,Ebony,Four-wheel Drive,E85 Flex Fuel,6-Speed Automatic,6.0L V8 16V MPFI OHV Flexible Fuel,1GC1KYEG9DF232568,2023-05-12 08:21:02.425384,Cars.com
2018 RAM 3500 Laramie,"$61,995","28,192 mi.",Bright White Clearcoat,Black,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,3C63RRJL8JG429200,2023-05-12 08:21:05.837174,Cars.com
2022 Volkswagen Jetta GLI 2.0T Autobahn,"$33,790","4,136 mi.",Pure White,Titan Black,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,3VW1T7BU7NM028660,2023-05-12 08:21:13.050797,Cars.com
2018 Mercedes-Benz C-Class C 300 4MATIC,"$24,990","61,501 mi.",White,Black,All-wheel Drive,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDWF4KB1JR316704,2023-05-12 08:21:15.881167,Cars.com
2022 Ford Bronco Badlands,"$68,000","2,394 mi.",Cactus,Black Onyx,Four-wheel Drive,Gasoline,10-Speed Automatic,2.7L V6 24V GDI DOHC Turbo,1FMEE5DP5NLB58458,2023-05-12 08:21:18.298428,Cars.com
2022 Chevrolet Suburban Z71,"$66,600","27,053 mi.",Satin Steel Metallic,Jet Black,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,1GNSKDKD0NR246759,2023-05-12 08:21:21.004720,Cars.com
2015 Porsche 911 Turbo S,"$167,495","3,197 mi.",Red,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.8L H6 24V Turbo GDI DOHC,WP0AD2A98FS166183,2023-05-12 08:21:23.611202,Cars.com
2012 Ferrari California Base,"$104,995","46,204 mi.",–,–,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,4.3L V8 32V GDI DOHC,ZFF65LJA5C0189044,2023-05-12 08:21:26.114892,Cars.com
2023 GMC Yukon XL Denali,"$85,790",5 mi.,White Frost Tricoat,Teak/Light Shale,Four-wheel Drive,Diesel,Automatic,"Duramax 3L I-6 diesel direct injection, DOHC, variable valve con",1GKS2JKT0PR369158,2023-05-12 08:21:28.063237,Cars.com
2023 GMC Acadia Denali,"$50,967",5 mi.,Sterling Metallic,Jet Black,All-wheel Drive,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",1GKKNXLSXPZ200930,2023-05-12 08:21:31.083893,Cars.com
2023 GMC Acadia Denali,"$51,507",5 mi.,White Frost Tricoat,Jet Black,All-wheel Drive,Gasoline,Automatic,"3.6L V-6 gasoline direct injection, DOHC, VVT variable valve con",1GKKNXLS8PZ202126,2023-05-12 08:21:33.636750,Cars.com
2023 Jeep Wrangler Sport S,"$44,165",11 mi.,Black Clearcoat,Black,Four-wheel Drive,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",1C4GJXANXPW676316,2023-05-12 08:21:35.895436,Cars.com
2021 Porsche Panamera 4,"$90,988","9,348 mi.",White,Black,–,Gasoline,8-Speed Automatic with Auto-Shift,2.9L V6 24V GDI DOHC Twin Turbo,WP0AJ2A72ML121352,2023-05-12 08:21:39.452370,Cars.com
2019 Kia Niro Plug-In Hybrid EX,"$25,000","47,295 mi.",Aurora Black Pearl,Charcoal,Front-wheel Drive,Hybrid,6-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Hybrid,KNDCD3LD2K5221882,2023-05-12 08:21:41.845852,Cars.com
2023 Volvo XC90 B6 Ultimate 7-Seater,"$69,736",0 mi.,Thunder Gray,Slate,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,YV4062PAXP1977351,2023-05-12 08:21:43.838685,Cars.com
2014 Porsche Panamera 4,"$32,000","73,983 mi.",Carbon Gray Metallic,Luxor Beige,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.6L V6 24V GDI DOHC,WP0AA2A74EL006012,2023-05-12 08:21:46.870350,Cars.com
2020 INFINITI Q50 3.0t LUXE,"$24,846","62,794 mi.",Black Obsidian,Graphite,Rear-wheel Drive,Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,JN1EV7AP2LM208182,2023-05-12 08:21:49.350549,Cars.com
2023 Toyota 4Runner Limited,"$53,897",–,Classic Silver Metallic,Black / Graphite,Four-wheel Drive,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTEKU5JR0P6154573,2023-05-12 08:21:51.453424,Cars.com
2023 Kia Telluride EX,"$46,375",5 mi.,Ebony Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP3DGC7PG381816,2023-05-12 08:21:54.038562,Cars.com
2023 Nissan ARIYA ENGAGE,"$44,735",12 mi.,Gun Metallic,Charcoal,Front-wheel Drive,Electric,Automatic,Electric,JN1AF0BA5PM401946,2023-05-12 08:21:57.619470,Cars.com
2022 Ford Mustang RUBICON,"$140,270",–,Shadow Black,–,Rear-wheel Drive,Gasoline,6-Speed Manual,5.0L V8 32V PDI DOHC,1FA6P8CF5N5121045,2023-05-12 08:22:00.440081,Cars.com
2022 Honda CR-V EX-L,"$35,495","13,377 mi.",Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H81NE022243,2023-05-12 08:22:03.015938,Cars.com
2022 Ford F-250 XL,"$42,060",–,Oxford White,Medium Earth Gray,Rear-wheel Drive,E85 Flex Fuel,6-Speed Automatic,6.2L V8 16V MPFI SOHC Flexible Fuel,1FTBF2A66NEG45767,2023-05-12 08:22:12.766530,Cars.com
2019 Nissan Maxima 3.5 SL,"$24,995","63,552 mi.",Black,Charcoal,Front-wheel Drive,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,1N4AA6AVXKC383175,2023-05-12 08:22:16.130077,Cars.com
2022 RAM 3500 Tradesman,"$64,777",10 mi.,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,3C63RRGL8NG414709,2023-05-12 08:22:18.028573,Cars.com
2018 Mercedes-Benz GLS 550 Base 4MATIC,"$55,998","32,050 mi.",Black,Saddle Brown / Black,All-wheel Drive,Gasoline,9-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,4JGDF7DE0JB106691,2023-05-12 08:22:20.732113,Cars.com
2017 Alfa Romeo Giulia Base,"$24,250","51,505 mi.",Montecarlo Blue Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFAEDN5H7552063,2023-05-12 08:22:24.225172,Cars.com
2019 Alfa Romeo Giulia Ti,"$29,619","17,004 mi.",Rosso,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFANBN5K7611834,2023-05-12 08:22:27.722369,Cars.com
2020 Volvo S60 T5 R-Design,"$33,500","22,310 mi.",Black Stone,Charcoal,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,7JR102FM7LG049316,2023-05-12 08:22:31.112193,Cars.com
2023 Nissan Altima 2.0 SR,"$35,463",–,Deep Blue Pearl,Sport,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC Turbo,1N4AL4CV0PN363993,2023-05-12 08:22:34.606695,Cars.com
2023 BMW 740 i,"$101,145",16 mi.,Black Sapphire Metallic,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA23EH01PCN26547,2023-05-12 08:22:37.627064,Cars.com
2019 Volvo XC40 MOMENTUM,"$28,995","70,244 mi.",Ice White,Blond,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4162XZ1K2014545,2023-05-12 08:22:39.586050,Cars.com
2023 Jeep Cherokee Trailhawk,"$39,785",7 mi.,Diamond Black Crystal Pearlcoat,Black,Four-wheel Drive,Gasoline,Automatic,"MultiAir2 Tigershark 2.4L I-4 variable valve control, engine wit",1C4PJMMBXPD104237,2023-05-12 08:22:42.642758,Cars.com
2023 BMW 840 i xDrive,"$87,885","4,124 mi.",Alpine White,Fiona Red,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBADZ4C0XPCK99688,2023-05-12 08:22:45.286452,Cars.com
2020 Volvo S60 T6 Momentum,"$34,995","15,813 mi.",Crystal White Pearl Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,7JRA22TK4LG039288,2023-05-12 08:22:48.850919,Cars.com
2017 Lincoln MKZ Reserve,"$21,295","70,871 mi.",Magnetic Gray Metallic,Ebony,All-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5F91HR628080,2023-05-12 08:22:52.162939,Cars.com
2021 Cadillac CT4 Premium Luxury,"$35,990","22,394 mi.",Shadow Metallic,Jet Black with Jet Black accents,Rear-wheel Drive,Gasoline,Automatic,Turbocharged I4 2.7L/,1G6DF5RL0M0119816,2023-05-12 08:22:54.424438,Cars.com
2021 Ford Mustang GT,"$38,000","20,023 mi.",Rapid Red Metallic Tinted Clearcoat,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8CF3M5147643,2023-05-12 08:22:56.543552,Cars.com
2015 Porsche Panamera Turbo,"$53,000","71,582 mi.",Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,4.8L V8 32V GDI DOHC Twin Turbo,WP0BC2A77FL075051,2023-05-12 08:22:59.711912,Cars.com
2023 Honda Odyssey Sport,"$43,160",–,Radiant Red Metallic II,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H73PB060305,2023-05-12 08:23:03.326549,Cars.com
2020 Nissan Titan PRO-4X,"$44,445","34,419 mi.",Gun Metallic,Black,Four-wheel Drive,Gasoline,9-Speed Automatic,5.6L V8 32V GDI DOHC,1N6AA1ED0LN505818,2023-05-12 08:23:06.589114,Cars.com
2023 Lincoln Aviator Grand Touring AWD,"$84,270",17 mi.,White Tri-Coat,Sandstone,All-wheel Drive,Hybrid,10-Speed,3.0L V6 24V GDI DOHC Twin Turbo Hybrid,5LMYJ8XY6PNL01663,2023-05-12 08:23:09.796653,Cars.com
2015 BMW 335 i xDrive,"$18,599","98,500 mi.",Imperial Blue Metallic,Oyster,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA3B9C51FF589162,2023-05-12 08:23:18.760320,Cars.com
2021 Kia Telluride LX,"$34,999","62,728 mi.",Everlasting Silver,Black,Front-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP24HC0MG135378,2023-05-12 08:23:22.201697,Cars.com
2019 Lincoln Nautilus Select,"$28,249","49,331 mi.",Blue Diamond,Ebony,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2LMPJ6K91KBL28264,2023-05-12 08:23:25.218664,Cars.com
2022 Ford F-250 Lariat,"$114,200",–,Gray,Black Onyx,Four-wheel Drive,Diesel,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,1FT8W2BT7NED84843,2023-05-12 08:23:29.082606,Cars.com
2023 Hyundai Sonata SEL,"$27,995","8,619 mi.",Portofino Gray,Black,Front-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,KMHL64JAXPA257144,2023-05-12 08:23:32.377288,Cars.com
