Car Name,Car Price,Car Mileage,Exterior Color,Interior Color,Drivetrain,Fuel Type,Transmission,Engine,VIN,TimeStamp,Source
2018 Lexus ES 350 Base,"$28,000","52,334 mi.",Eminent White Pearl,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,58ABK1GG9JU084202,2023-05-15 08:26:51.694958,Cars.com
2014 Aston Martin Vanquish Base,"$139,995","6,395 mi.",–,–,Rear-wheel Drive,Gasoline,6-Speed Automatic,6.0L V12 48V MPFI DOHC,SCFKDCEP5EGJ00874,2023-05-15 08:26:54.194427,Cars.com
2010 Ferrari 599 GTB Fiorano Base,"$219,900","9,247 mi.",Rosso Corsa,Beige,Rear-wheel Drive,Gasoline,6-Speed Manual,6.0L V12 48V MPFI DOHC,ZFF60FCA6A0172764,2023-05-15 08:26:57.390678,Cars.com
2023 Nissan Titan Platinum Reserve,"$68,900",–,Cardinal Red Metallic,Beige,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1N6AA1ED1PN113601,2023-05-15 08:27:00.335373,Cars.com
2021 BMW M5 Base,"$77,445","34,913 mi.",Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBS83CH0XMCF02319,2023-05-15 08:27:02.593229,Cars.com
2024 BMW 430 i xDrive,"$67,720",6 mi.,Black Sapphire Metallic,Cognac,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L 4 Cyl. Turbo,WBA43AT04RCN63720,2023-05-15 08:27:06.116745,Cars.com
2020 Volvo XC90 T6 Momentum 6 Passenger,"$48,500","22,922 mi.",Crystal White Metallic,Blond,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A221K7L1590607,2023-05-15 08:27:08.665451,Cars.com
2021 Volvo XC90 T6 Inscription 7 Passenger,"$55,000","26,714 mi.",Denim Blue,Midnight Zinc,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PL6M1744189,2023-05-15 08:27:11.380392,Cars.com
2021 Volvo XC90 T6 R-Design 7 Passenger,"$55,933","18,545 mi.",Thunder Gray Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PMXM1671739,2023-05-15 08:27:14.563200,Cars.com
2015 Hyundai Sonata Hybrid Limited,"$15,950","98,591 mi.",Diamond White Pearl,Camel,Front-wheel Drive,Hybrid,6-Speed Automatic,2.4L I4 16V MPFI DOHC Hybrid,KMHEC4A46FA119742,2023-05-15 08:27:17.290910,Cars.com
2021 Subaru Ascent Limited 7-Passenger,"$36,984","19,039 mi.",Crystal White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMAMD4M3453409,2023-05-15 08:27:20.764662,Cars.com
2023 Nissan Titan PRO-4X,"$59,469",4 mi.,Black,Black,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1N6AA1EDXPN100913,2023-05-15 08:27:24.083171,Cars.com
2023 Toyota RAV4 XLE,"$32,785",5 mi.,Magnetic Gray Metallic,–,Front-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,2T3W1RFV5PW268966,2023-05-15 08:27:26.113951,Cars.com
2019 BMW 430 i xDrive,"$32,523","32,969 mi.",Jet Black,Cashmere Beige,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4W5C56KAE49331,2023-05-15 08:27:28.944222,Cars.com
2023 Alfa Romeo Giulia Base,"$42,012","4,382 mi.",Vesuvio Gray Metallic,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFAMAN3P7666513,2023-05-15 08:27:32.289564,Cars.com
2019 Nissan Rogue Hybrid SL,"$25,255","86,888 mi.",Pearl White Tri-Coat,Charcoal,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,5N1ET2MV8KC736759,2023-05-15 08:27:34.446543,Cars.com
2020 Volkswagen Jetta GLI 2.0T S,"$26,995","24,199 mi.",Pure White,Titan Black,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,3VW5T7BU8LM047944,2023-05-15 08:27:41.695305,Cars.com
2020 Chevrolet Silverado 1500 Custom,"$38,998","35,626 mi.",Black,Black,Four-wheel Drive,Gasoline,6-Speed Automatic,4.3L V6 12V GDI OHV,1GCRYBEH7LZ219077,2023-05-15 08:27:44.685745,Cars.com
2022 RAM ProMaster 1500 Base,"$102,495","2,846 mi.",Gray,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V MPFI DOHC,3C6LRVBG0NE132112,2023-05-15 08:27:47.748675,Cars.com
2021 Genesis G70 2.0T,"$33,671","18,971 mi.",Himalayan Gray,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,KMTG64LA1MU079672,2023-05-15 08:27:50.708790,Cars.com
1969 Ford Bronco ,"$59,995","5,409 mi.",Blue,Black,–,Gasoline,Automatic,5.7L,U15GLF58330,2023-05-15 08:27:52.664234,Cars.com
2021 Volvo S60 R-DESIGN,"$34,995","41,731 mi.",Black Stone,Slate,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L,7JRA22TM6MG080928,2023-05-15 08:27:54.592358,Cars.com
2022 BMW Z4 sDrive30i,"$55,990","9,853 mi.",Misano Blue Metallic,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBAHF3C01NWX83426,2023-05-15 08:27:56.889865,Cars.com
2022 Volvo XC40 T5 R-Design,"$42,850","16,758 mi.",Thunder Gray Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4162UM5N2693524,2023-05-15 08:27:59.108893,Cars.com
2011 Toyota Corolla LE,"$11,505","103,616 mi.",Magnetic Gray Metallic,Dark Charcoal,Front-wheel Drive,Gasoline,4-Speed Automatic,1.8L I4 16V MPFI DOHC,2T1BU4EEXBC558343,2023-05-15 08:28:01.855509,Cars.com
2014 Porsche Panamera 4,"$32,000","73,983 mi.",Carbon Gray Metallic,Luxor Beige,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,3.6L V6 24V GDI DOHC,WP0AA2A74EL006012,2023-05-15 08:28:05.499540,Cars.com
2020 Volvo XC90 T5 Momentum 7 Passenger,"$42,736","9,313 mi.",Denim Blue Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4102PK2L1532188,2023-05-15 08:28:07.707908,Cars.com
2022 Ford Mustang GT Premium,"$48,520",4 mi.,Shadow Black,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8CF1N5147433,2023-05-15 08:28:10.916377,Cars.com
2022 Kia Sorento X-Line EX,"$40,887","9,922 mi.",Gravity Gray,Black,All-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.5L I4 16V PDI DOHC Turbo,5XYRHDLF3NG097297,2023-05-15 08:28:12.708806,Cars.com
2018 Ford Expedition Max XLT,"$39,998","56,737 mi.",Gray,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJK1JT3JEA38450,2023-05-15 08:28:15.393064,Cars.com
2023 Toyota Corolla Cross LE,"$29,589",–,Jet Black,Black,AWD,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,7MUBAABG2PV060381,2023-05-15 08:28:18.625389,Cars.com
2022 Ford F-150 Lightning LARIAT,"$75,000","1,870 mi.",Black,–,All-wheel Drive,Electric,1-Speed Automatic,Electric,1FTVW1EL7NWG15257,2023-05-15 08:28:21.838314,Cars.com
2019 Mazda Mazda6 Signature,"$29,995","6,673 mi.",Soul Red Crystal,Deep Chestnut,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM1GL1XYXK1506522,2023-05-15 08:28:24.600041,Cars.com
2022 Honda CR-V EX-L,"$35,495","13,377 mi.",Platinum White Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARW2H81NE022243,2023-05-15 08:28:27.858708,Cars.com
2022 GMC Sierra 1500 SLT,"$55,995","18,570 mi.",Titanium Rush Metallic,Jet Black,Four-wheel Drive,Diesel,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,3GTUUDET8NG572629,2023-05-15 08:28:29.830492,Cars.com
2023 Toyota RAV4 Hybrid XLE Premium,"$40,034",–,Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,JTMB6RFVXPD089481,2023-05-15 08:28:36.293503,Cars.com
2019 Acura TLX FWD,"$22,485","43,388 mi.",Platinum White,Parchment,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,19UUB1F38KA009370,2023-05-15 08:28:39.631847,Cars.com
2023 Chrysler Pacifica Hybrid Touring L,"$53,585",30 mi.,Bright White Clearcoat,Black,Front-wheel Drive,Hybrid,Automatic CVT,3.6L V6 24V MPFI DOHC Hybrid,2C4RC1L76PR543298,2023-05-15 08:28:43.292376,Cars.com
2023 Nissan Altima 2.5 SR,"$28,856",9 mi.,Gray Sky Pearl,Sport,Front-wheel Drive,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,1N4BL4CV0PN376747,2023-05-15 08:28:45.004887,Cars.com
2023 Chevrolet Bolt EUV Premier,"$33,295",2 mi.,Silver Flare Metallic,Dark Ash,Front-wheel Drive,Electric,1-Speed Automatic,Electric,1G1FZ6S07P4155656,2023-05-15 08:28:47.016663,Cars.com
2023 Mazda MX-5 Miata Club,"$37,610",3 mi.,Zircon Sand Metallic,Black,Rear-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC,JM1NDAC75P0554444,2023-05-15 08:28:49.242224,Cars.com
2023 Mazda CX-50 2.5 S Preferred Plus Package,"$34,570",5 mi.,Polymetal Gray Metallic,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V GDI DOHC,7MMVABCM6PN140922,2023-05-15 08:28:52.306313,Cars.com
2023 Mazda CX-5 2.5 S,"$28,075",3 mi.,Eternal Blue Mica,Black,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KFBAM5P0252820,2023-05-15 08:28:55.013702,Cars.com
2023 Ford F-150 Lightning Platinum,"$98,864",38 mi.,Antimatter Blue Metallic,–,All-wheel Drive,Electric,Automatic,Electric,1FT6W1EV1PWG11875,2023-05-15 08:28:57.377660,Cars.com
2019 Mercedes-Benz A-Class A 220 4MATIC,"$33,810","32,805 mi.",Mountain Gray Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDD3G4FB9KW000884,2023-05-15 08:28:58.978523,Cars.com
2023 Dodge Hornet GT Plus AWD,"$37,185",1 mi.,Blue Steele,Black,All-wheel Drive,Gasoline,Automatic,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",ZACNDFBN8P3A04296,2023-05-15 08:29:02.527250,Cars.com
2021 Porsche 911 Targa 4S,"$259,990","1,761 mi.",Cherry Metallic,Atacama Beige,All-wheel Drive,Gasoline,7-Speed Manual,3.0L H6 24V GDI DOHC Twin Turbo,WP0BB2A93MS235501,2023-05-15 08:29:04.449425,Cars.com
2021 Volvo XC90 T6 Momentum 7 Passenger,"$49,500","33,507 mi.",Savile Gray Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK1M1683115,2023-05-15 08:29:07.059799,Cars.com
2014 GMC Yukon Denali,"$29,950","66,016 mi.",Onyx Black,Ebony,All-wheel Drive,E85 Flex Fuel,6-Speed Automatic,6.2L V8 16V MPFI OHV Flexible Fuel,1GKS2EEF5ER248202,2023-05-15 08:29:09.867112,Cars.com
2019 Mercedes-Benz AMG GLE 63 S 4MATIC Coupe,"$75,793","26,920 mi.",Lunar Blue Metallic,Black,All-wheel Drive,Gasoline,7-Speed Automatic,5.5L V8 32V GDI DOHC Twin Turbo,4JGED7FB2KA150065,2023-05-15 08:29:12.313902,Cars.com
2018 Volvo XC90 T5 Momentum,"$30,829","51,250 mi.",Ice White,Charcoal,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4102KK9J1327665,2023-05-15 08:29:15.656508,Cars.com
2023 Subaru Legacy ,"$34,657",10 mi.,Crystal Black Silica,Ivory,All-wheel Drive,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,4S3BWAN65P3017346,2023-05-15 08:29:17.918118,Cars.com
2023 Hyundai Sonata SEL,"$28,530",12 mi.,Red,Dark Gray,Front-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,2.5L I4 16V PDI DOHC,KMHL64JAXPA292542,2023-05-15 08:29:20.013579,Cars.com
2023 Ford F-250 Lariat,"$95,885",–,Gray Metallic,Black Onyx,Four-wheel Drive,Diesel,Automatic,6.7L V8 32V DDI OHV Turbo Diesel,1FT8W2BT3PEC24252,2023-05-15 08:29:23.701994,Cars.com
2019 Lexus GX 460 Base,"$33,366","106,536 mi.",Starfire Pearl,Ecru,Four-wheel Drive,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX7K5227148,2023-05-15 08:29:26.203925,Cars.com
2021 Volkswagen Tiguan 2.0T SE R-Line Black,"$31,990","10,413 mi.",Platinum Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VV2B7AX1MM070392,2023-05-15 08:29:35.879594,Cars.com
2023 Nissan ARIYA ENGAGE,"$44,785",0 mi.,Gun Metallic,Charcoal,Front-wheel Drive,Electric,CVT,10-Cylinder Electric ZEV 214hp,JN1AF0BA6PM407304,2023-05-15 08:29:39.576754,Cars.com
2023 Nissan Titan SV,"$59,060",7 mi.,Glacier White,Black,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1N6AA1ED5PN110524,2023-05-15 08:29:43.125512,Cars.com
2023 Honda Odyssey Elite,"$51,420",–,Platinum White,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H99PB060696,2023-05-15 08:29:45.315347,Cars.com
2023 Nissan Titan Platinum Reserve,"$64,857",10 mi.,White,Beige,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1N6AA1ED3PN107198,2023-05-15 08:29:48.545470,Cars.com
2023 Mazda CX-50 2.5 S Preferred Plus Package,"$34,560",3 mi.,Wind Chill Pearl,Black,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,7MMVABCM2PN144014,2023-05-15 08:29:51.128013,Cars.com
2023 Land Rover Defender 75th Edition,"$94,560",5 mi.,Grasmere Green,Ebony,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,SALEW6EU8P2169189,2023-05-15 08:29:53.067684,Cars.com
2020 Land Rover Discovery HSE,"$48,235","39,363 mi.",Eiger Grey,Ebony / Ebony,Four-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALRR2RV1L2433576,2023-05-15 08:29:55.057667,Cars.com
2021 Jeep Grand Cherokee L Laredo,"$39,417","36,940 mi.",Bright White Clearcoat,Global Black,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJKAG3M8169092,2023-05-15 08:29:57.202831,Cars.com
2023 GMC Sierra 1500 AT4,Not Priced,6 mi.,Desert Sand Metallic,Jet Black,Four-wheel Drive,Diesel,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,1GTUUEE84PZ153648,2023-05-15 08:29:58.844890,Cars.com
2018 Nissan 370Z Touring,"$32,995","40,642 mi.",Solid Red,Gray,Rear-wheel Drive,Gasoline,7-Speed Automatic,3.7L V6 24V MPFI DOHC,JN1AZ4FH6JM520179,2023-05-15 08:30:00.563126,Cars.com
2016 Bentley Flying Spur W12,"$76,940","62,063 mi.",Heather Metallic,Cashew,All-wheel Drive,E85 Flex Fuel,8-Speed Automatic,6.0L W12 48V MPFI DOHC Twin Turbo Flexible Fuel,SCBEC9ZA6GC052094,2023-05-15 08:30:03.163835,Cars.com
2019 Mercedes-Benz A-Class A 220 4MATIC,"$30,000","53,636 mi.",Mountain Gray Metallic,Macchiato Beige,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDD3G4FBXKW006550,2023-05-15 08:30:05.300261,Cars.com
2020 Kia Niro LX,"$20,497","48,906 mi.",Snow White Pearl,Charcoal,Front-wheel Drive,Hybrid,6-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Hybrid,KNDCB3LC2L5362143,2023-05-15 08:30:07.179782,Cars.com
2023 Toyota 4Runner TRD Pro,"$56,357",–,Midnight Black Metallic,Black / Graphite,Four-wheel Drive,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTELU5JR5P6136249,2023-05-15 08:30:10.513528,Cars.com
2023 Hyundai Sonata SEL,"$28,241",10 mi.,White,Black,Front-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,2.5L I4 16V PDI DOHC,KMHL64JA7PA302055,2023-05-15 08:30:12.380187,Cars.com
2021 Chevrolet Suburban High Country,"$73,717","34,933 mi.",Iridescent Pearl Tricoat,Jet Black,Four-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GNSKGKL0MR140013,2023-05-15 08:30:15.505526,Cars.com
2023 Lincoln Aviator Reserve AWD,"$77,020",7 mi.,Red Clearcoat,Ebony,All-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7XC3PGL12819,2023-05-15 08:30:19.054157,Cars.com
2023 Chevrolet Equinox RS,"$37,065",17 mi.,Radiant Red,Jet Black,Front-wheel Drive,Gasoline,OTHER,1.5L I4 16V GDI DOHC Turbo,3GNAXMEG8PS192629,2023-05-15 08:30:21.377092,Cars.com
2023 Hyundai Palisade Calligraphy,"$51,995","10,882 mi.",Abyss Black Pearl,Black,All-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,3.8L V6 24V GDI DOHC,KM8R7DGE2PU509467,2023-05-15 08:30:23.306133,Cars.com
2023 Nissan Rogue SV,"$35,995",0 mi.,Pearl White Tricoat,Charcoal,All-wheel Drive,Gasoline,CVT with Xtronic,"VC-Turbo 1.5L I-3 gasoline direct injection, DOHC, CVTCS variabl",5N1BT3BB5PC826850,2023-05-15 08:30:31.563125,Cars.com
2023 Toyota RAV4 Hybrid XLE,"$36,809",–,Midnight Black Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,4T3RWRFV0PU092889,2023-05-15 08:30:35.095031,Cars.com
2018 BMW 430 i xDrive,"$31,000","30,576 mi.",Mineral Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4W5C52JAE43170,2023-05-15 08:30:37.676617,Cars.com
2023 Mercedes-Benz AMG EQE Base,"$114,840",4 mi.,–,White,All-wheel Drive,Electric,Automatic,Electric,W1KEG5DB0PF015198,2023-05-15 08:30:40.207837,Cars.com
2023 Chevrolet Camaro ,"$43,490",–,Red,Jet Black,Rear-wheel Drive,Gasoline,–,6.2L V8 16V GDI OHV,1G1FF1R72P0147406,2023-05-15 08:30:42.066364,Cars.com
2023 Chevrolet Camaro ZL1,"$72,780",–,Vivid Orange Metallic,Jet Black / Red,Rear-wheel Drive,Gasoline,OTHER,6.2L V8 16V GDI OHV Supercharged,1G1FK1R6XP0137290,2023-05-15 08:30:43.965781,Cars.com
2023 MINI Clubman Cooper S,"$37,554","1,868 mi.",Pepper White,Malt Brown,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WMWXJ1C05P2T90814,2023-05-15 08:30:47.045459,Cars.com
2020 Volvo XC90 T6 Momentum 7 Passenger,"$44,500","27,312 mi.",Denim Blue,Maroon Brown,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK5L1563865,2023-05-15 08:30:49.087238,Cars.com
2021 Audi Q3 45 S line Premium,"$36,773","17,902 mi.",Chronos Gray Metallic,Okapi Brown,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WA1DECF39M1021512,2023-05-15 08:30:52.101051,Cars.com
2019 Audi e-tron Premium Plus,"$49,163","25,541 mi.",Manhattan Gray Metallic,Okapi Brown,All-wheel Drive,Electric,1-Speed Automatic,Electric,WA1LAAGE9KB013736,2023-05-15 08:30:54.473285,Cars.com
2022 Porsche 911 GT3,"$299,898","6,711 mi.",Jet Green Metallic,Black,Rear-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,4.0L H6 24V GDI DOHC,WP0AC2A9XNS269171,2023-05-15 08:30:57.300491,Cars.com
2014 Mercedes-Benz Sprinter High Roof,"$29,900","92,444 mi.",Arctic White,Black,Rear-wheel Drive,Diesel,Automatic,2.1L I4 16V DDI DOHC Turbo Diesel,WD3PF0DC6E5863763,2023-05-15 08:30:59.966514,Cars.com
2016 Lincoln Navigator L Select,"$28,356","99,349 mi.",Black Velvet,Ebony,Four-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,5LMJJ3JT4GEL09584,2023-05-15 08:31:02.893896,Cars.com
2021 Hyundai Palisade Limited,"$45,950","38,823 mi.",Hyper White,Beige,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R5DHEXMU187922,2023-05-15 08:31:06.255103,Cars.com
2020 Lincoln MKZ Reserve,"$30,500","26,104 mi.",White Platinum Tri-Coat Metallic,Cappuccino,Front-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5E94LR619433,2023-05-15 08:31:09.416328,Cars.com
2018 Land Rover Discovery HSE,"$29,999","71,549 mi.",Carpathian Grey,Ebony,Four-wheel Drive,Gasoline,Automatic,3.0L V6,SALRR2RK3JA068696,2023-05-15 08:31:12.288026,Cars.com
2023 Lincoln Aviator Grand Touring AWD,"$84,155",8 mi.,Blue Clearcoat,Roast,All-wheel Drive,Hybrid,10-Speed,3.0L V6 24V GDI DOHC Twin Turbo Hybrid,5LMYJ8XY8PNL01440,2023-05-15 08:31:15.832081,Cars.com
2023 Lincoln Aviator Black Label Grand Touring AWD,"$93,835",9 mi.,White Tri-Coat,Luggage Tan,All-wheel Drive,Hybrid,10-Speed,3.0L V6 24V GDI DOHC Twin Turbo Hybrid,5LMYJ9YY8PNL01197,2023-05-15 08:31:19.214109,Cars.com
2022 Volkswagen Atlas 3.6L SEL Premium R-Line,"$45,995","16,295 mi.",Aurora Red Metallic,Titan Black / Quarzit,All-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2FR2CA0NC521708,2023-05-15 08:31:22.264655,Cars.com
2023 GMC Yukon XL Denali,"$94,465",1 mi.,Sterling,Jet Black,Four-wheel Drive,Gasoline,Automatic,6.2L V8 16V GDI OHV,1GKS2JKL4PR366425,2023-05-15 08:31:25.562974,Cars.com
2023 Lincoln Aviator Reserve RWD,"$69,795",5 mi.,White Tri-Coat,Sandstone,Rear-wheel Drive,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,5LM5J7WC0PGL03254,2023-05-15 08:31:30.555722,Cars.com
2023 Kia Telluride SX-Prestige X-Line,"$54,185",4 mi.,Glacial White Pearl,–,All-wheel Drive,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP5DGC6PG401211,2023-05-15 08:31:32.645101,Cars.com
2023 Nissan Titan XD PRO-4X,"$66,340",–,Glacier White,Black,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1N6AA1FB8PN113754,2023-05-15 08:31:35.788457,Cars.com
2021 Ford Expedition Max Limited,"$53,233","41,105 mi.",Magnetic Metallic,Ebony,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJK2AT2MEA39650,2023-05-15 08:31:38.249912,Cars.com
2011 Land Rover Range Rover HSE,"$14,450","115,735 mi.",Santorini Black,Jet,Four-wheel Drive,Gasoline,6-Speed Automatic,5.0L V8 32V GDI DOHC,SALMF1D48BA330090,2023-05-15 08:31:40.718655,Cars.com
2023 Nissan Titan PRO-4X,"$62,239",8 mi.,Glacier White,Black,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1N6AA1ED1PN113131,2023-05-15 08:31:42.562428,Cars.com
2015 Cadillac XTS Luxury,"$20,995","61,306 mi.",Graphite Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,2G61M5S30F9139429,2023-05-15 08:31:44.342941,Cars.com
2023 Chevrolet Silverado 2500 LT,"$65,853",22 mi.,Summit White,Black,Rear-wheel Drive,Gasoline,6-Speed Automatic,6.6L V8 16V GDI OHV,1GB1WNE75PF253817,2023-05-15 08:31:47.040565,Cars.com
2018 Lexus RX 450h Base,"$32,259","98,315 mi.",Nightfall Mica,Black,All-wheel Drive,Gasoline,Automatic,"3.5L V-6 port/direct injection, DOHC, VVT-i variable valve contr",JTJDGKCA6J2002853,2023-05-15 08:31:50.681068,Cars.com
2023 GMC Yukon XL 4WD AT4,"$85,040",0 mi.,Onyx Black,Jet Black,Four-wheel Drive,Gasoline,Automatic,"EcoTec3 6.2L V-8 gasoline direct injection, variable valve contr",1GKS2HKL9PR382189,2023-05-15 08:31:52.533615,Cars.com
2020 BMW 430 i xDrive,"$43,990","35,087 mi.",Mediterranean Blue Metallic,Ivory White,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4Z3C06L5P37552,2023-05-15 08:31:55.936290,Cars.com
2024 BMW iX xDrive50,"$102,545",7 mi.,Black Sapphire Metallic,–,All-wheel Drive,Gasoline,Automatic,12 Cylinder,WB523CF08RCN25520,2023-05-15 08:31:59.121368,Cars.com
2019 BMW X6 M Base,"$66,992","20,254 mi.",Black Sapphire Metallic,Silverstone,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5YMKW8C54KLR38380,2023-05-15 08:32:01.895670,Cars.com
2015 Mercedes-Benz CLS-Class CLS 400 4MATIC,"$25,452","73,660 mi.",Magnetite Black Metallic,Gray,All-wheel Drive,Gasoline,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,WDDLJ6HB9FA134159,2023-05-15 08:32:04.557635,Cars.com
2023 Genesis GV80 2.5T,"$68,245",249 mi.,Green,Brown / Beige,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC Turbo,KMUHBDSBXPU131987,2023-05-15 08:32:08.049471,Cars.com
2023 Volkswagen Arteon 2.0T SEL Premium R-Line,"$52,829",6 mi.,Moonstone Gray,Titan Black,All-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WVWTR7AN5PE009666,2023-05-15 08:32:11.751540,Cars.com
