Car Name,Car Price,Car Mileage,Exterior Color,Interior Color,Drivetrain,Fuel Type,Transmission,Engine,VIN,TimeStamp,Source
2023 Toyota Highlander L,"$38,243",–,Celestial Silver,Black,FWD,Gasoline,Automatic,2.4L I4 16V PDI DOHC Turbo,5TDKDRAH7PS035079,2023-05-13 08:15:23.579559,Cars.com
2023 GMC Sierra 3500 Pro,"$50,148",54 mi.,Summit White,Jet Black,Rear-wheel Drive,Gasoline,Automatic,Gas V8 6.6L/,1GD48PE76PF197316,2023-05-13 08:15:26.547557,Cars.com
2020 Land Rover Discovery HSE,"$45,995","55,845 mi.",Fuji White,Ebony / Ebony,Four-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALRR2RVXL2433236,2023-05-13 08:15:29.021311,Cars.com
2023 BMW X3 M40i,"$70,870",10 mi.,Mineral White Metallic,Cognac,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UX83DP05P9R51967,2023-05-13 08:15:32.319053,Cars.com
2024 BMW X7 xDrive40i,"$96,545",3 mi.,Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V DOHC,5UX23EM02R9S46885,2023-05-13 08:15:34.457618,Cars.com
2023 Chevrolet Equinox 1LT,"$34,230",5 mi.,Mosaic Black Metallic,Jet Black,Front-wheel Drive,Gasoline,Automatic,Turbocharged Gas I4 1.5L/87,3GNAXKEG7PL233881,2023-05-13 08:15:37.425280,Cars.com
2023 Chevrolet Malibu LT,"$28,190",12 mi.,Dark Ash Metallic,Jet Black,Front-wheel Drive,Gasoline,–,1.5L I4 16V GDI DOHC Turbo,1G1ZD5ST8PF211639,2023-05-13 08:15:39.288789,Cars.com
2023 Mercedes-Benz CLA 250 Base 4MATIC,"$45,969","1,588 mi.",Midnight Black,Macchiato Beige,All-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1K5J4HB6PN339008,2023-05-13 08:15:41.938975,Cars.com
2022 Chevrolet Suburban RST,"$73,994","14,137 mi.",Black,Jet Black/Victory Red,Four-wheel Drive,Gasoline,10-Speed Automatic with Overdrive,"EcoTec3 5.3L V-8 gasoline direct injection, variable valve contr",1GNSKEKD9NR238746,2023-05-13 08:15:43.777991,Cars.com
2023 RAM 1500 Laramie,"$62,230",7 mi.,Delmonico Red Pearlcoat,Black,Four-wheel Drive,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT5PN596138,2023-05-13 08:15:46.092028,Cars.com
2020 Toyota C-HR LE,"$26,000","35,553 mi.",Silver Knockout Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,JTNKHMBX4L1083073,2023-05-13 08:15:48.175620,Cars.com
2023 Hyundai Elantra HEV Blue,"$25,300",10 mi.,Metal,Black,Front-wheel Drive,Hybrid,6-Speed DCT Automatic,1.6L I4 16V GDI DOHC Hybrid,KMHLM4AJ1PU069312,2023-05-13 08:15:50.467086,Cars.com
2022 Ford F-150 ,"$49,808","1,469 mi.",Atlas Blue Metallic,Black,Four-wheel Drive,–,OTHER,5.0L V8 32V PDI DOHC,1FTFW1E57NKE97210,2023-05-13 08:15:52.543142,Cars.com
2023 Nissan Armada SL 4WD,"$64,855",0 mi.,Super Black,Charcoal,Four-wheel Drive,Gasoline,7-Speed Automatic,"Endurance 5.6L V-8 gasoline direct injection, DOHC, variable val",JN8AY2BD6P9693482,2023-05-13 08:15:58.464004,Cars.com
2023 Nissan Murano SL Intelligent AWD,"$45,905",0 mi.,Deep Ocean Blue Pearl,Cashmere,All-wheel Drive,Gasoline,CVT with Xtronic,"3.5L V-6 DOHC, variable valve control, engine with 260HP",5N1AZ2CS1PC132367,2023-05-13 08:16:00.617951,Cars.com
2021 Alfa Romeo Giulia Ti,"$35,800","30,563 mi.",Vulcano Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI SOHC Turbo,ZARFANBN5M7643797,2023-05-13 08:16:02.732689,Cars.com
2023 Honda CR-V Hybrid Sport,"$35,650",10 mi.,Still Night Pearl,Black,AWD,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,7FARS6H56PE029233,2023-05-13 08:16:05.365184,Cars.com
2020 Jeep Grand Cherokee Laredo E,"$25,790","67,451 mi.",Diamond Black Crystal Pearlcoat,Black,Four-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.6 L/220,1C4RJFAG0LC125425,2023-05-13 08:16:07.275811,Cars.com
2021 Land Rover Range Rover HSE Westminster,"$88,090","13,506 mi.",Santorini Black,Ebony,Four-wheel Drive,Gasoline,Automatic,V6,SALGS2RU1MA419557,2023-05-13 08:16:09.424132,Cars.com
2023 Ford F-250 XLT,"$52,765",2 mi.,Oxford White,–,Four-wheel Drive,Gasoline,10-Speed Automatic,7.3L V8 16V MPFI OHV,1FTBF2BN8PEC05154,2023-05-13 08:16:12.811289,Cars.com
2023 Buick Encore GX Select,"$28,955",5 mi.,Ebony Twilight Metallic,Ebony w/Ebony Accents,All-wheel Drive,Gasoline,Automatic,"ECOTEC 1.3L I-3 gasoline direct injection, DOHC, variable valve",KL4MMESL8PB140722,2023-05-13 08:16:14.836462,Cars.com
2023 BMW 330 i xDrive,"$51,420",10 mi.,Black Sapphire Metallic,Cognac,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW89FF08P8D28749,2023-05-13 08:16:18.141597,Cars.com
2020 BMW M5 Competition,"$82,495","32,408 mi.",Donington Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBSJF0C06LCE13666,2023-05-13 08:16:21.972271,Cars.com
2020 BMW 740 i xDrive,"$61,545","16,836 mi.",Donington Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA7T4C09LCD56281,2023-05-13 08:16:24.093216,Cars.com
2023 Subaru Outback Wilderness,"$42,530",5 mi.,Magnetite Gray Metallic,Gray,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4BTGUD2P3223439,2023-05-13 08:16:27.585382,Cars.com
2023 Hyundai Elantra Limited,"$28,070",12 mi.,Metal,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,KMHLP4AG2PU506701,2023-05-13 08:16:29.399900,Cars.com
2023 Subaru Impreza Base,"$23,210",5 mi.,Magnetite Gray Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,2.0L H4 16V GDI DOHC,4S3GTAB64P3721086,2023-05-13 08:16:31.785654,Cars.com
2021 Cadillac XT6 Sport,"$47,990","41,994 mi.",Shadow Metallic,Jet Black,All-wheel Drive,Gasoline,Automatic,Gas V6 3.6L/222,1GYKPHRS6MZ136586,2023-05-13 08:16:34.254431,Cars.com
2023 Volkswagen Jetta GLI 2.0T Autobahn,"$34,344",10 mi.,Pure White,Titan Black,FWD,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VW2T7BU6PM024929,2023-05-13 08:16:37.400792,Cars.com
2023 Honda CR-V Hybrid Sport Touring,"$39,845",–,Lunar Silver Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H91PH800651,2023-05-13 08:16:39.946703,Cars.com
2023 Honda Civic Sport,"$27,400",–,Boost Blue Pearl,Black,Front-wheel Drive,Gasoline,6-Speed Manual,2.0L I4 16V GDI DOHC,19XFL2G83PE014887,2023-05-13 08:16:43.025408,Cars.com
2023 Toyota RAV4 XLE Premium,"$37,853",5 mi.,Wind Chill Pearl,Ash,Front-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC,2T3C1RFV8PW265000,2023-05-13 08:16:46.346078,Cars.com
2016 Audi A5 2.0T Premium Plus,"$17,995","106,789 mi.",Utopia Blue Metallic,Black,All-wheel Drive,E85 Flex Fuel,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,WAUM2AFR7GA057367,2023-05-13 08:16:49.095729,Cars.com
2023 Nissan Armada Platinum 4WD,"$74,725",0 mi.,Coulis Red Pearl,Black,Four-wheel Drive,Gasoline,7-Speed Automatic,"Endurance 5.6L V-8 gasoline direct injection, DOHC, variable val",JN8AY2DB7P9834118,2023-05-13 08:16:56.387717,Cars.com
2023 Kia Sportage Plug-In Hybrid X-Line Prestige,"$45,155",10 mi.,Jungle Green,Black,All-wheel Drive,Hybrid,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,KNDPZDAH8P7074848,2023-05-13 08:16:59.586133,Cars.com
2019 Acura TLX FWD,"$22,485","43,388 mi.",Platinum White,Parchment,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,19UUB1F38KA009370,2023-05-13 08:17:02.852449,Cars.com
2023 Dodge Challenger GT,"$38,133",8 mi.,Pitch Black Clearcoat,Black,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,2C3CDZJG4PH552595,2023-05-13 08:17:06.557966,Cars.com
2023 Nissan Titan XD Platinum Reserve,"$70,195",–,Pearl White,–,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1N6AA1FB0PN113151,2023-05-13 08:17:09.938717,Cars.com
2014 Chevrolet Camaro 2SS,"$23,995","92,133 mi.",Crystal Red Tintcoat,Black,Rear-wheel Drive,Gasoline,6-Speed Manual,6.2L V8 16V MPFI OHV,2G1FK3DJ7E9180284,2023-05-13 08:17:12.875985,Cars.com
2022 Ford Escape SE,"$26,490","8,842 mi.",Gray Metallic,Dark Earth Gray,Front-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,1FMCU0G61NUB34023,2023-05-13 08:17:15.910013,Cars.com
2023 Ford Bronco Big Bend,"$37,630",–,Carbonized Gray Metallic,–,Four-wheel Drive,Gasoline,7-Speed Manual,2.3L I4 16V GDI DOHC Turbo,1FMDE5AH0PLB27601,2023-05-13 08:17:18.917115,Cars.com
2020 Kia Niro Plug-In Hybrid EX Premium,"$32,620","17,483 mi.",Runway Red,Charcoal,Front-wheel Drive,Gasoline,Automatic,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",KNDCC3LD7L5401881,2023-05-13 08:17:22.427003,Cars.com
2022 Volvo XC60 B5 Momentum,"$46,495","5,962 mi.",Thunder Gray Metallic,Charcoal,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4L12RK8N1972034,2023-05-13 08:17:24.900814,Cars.com
2016 Bentley Flying Spur W12,"$76,940","62,063 mi.",Heather Metallic,Cashew,All-wheel Drive,E85 Flex Fuel,8-Speed Automatic,6.0L W12 48V MPFI DOHC Twin Turbo Flexible Fuel,SCBEC9ZA6GC052094,2023-05-13 08:17:28.434302,Cars.com
2022 Ferrari Roma Base,"$274,985",104 mi.,Rosso Corsa,Nero,Rear-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,3.9L V8 32V GDI DOHC Twin Turbo,ZFF98RNA1N0281482,2023-05-13 08:17:31.377346,Cars.com
2023 Chevrolet Equinox LS,"$24,424",934 mi.,Summit White / White,Medium Ash Gray,Front-wheel Drive,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,3GNAXHEG6PL118448,2023-05-13 08:17:34.479081,Cars.com
2023 Volkswagen Tiguan 2.0T S,"$29,015",13 mi.,Platinum Gray Metallic,Titan Black,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VVRB7AX8PM072451,2023-05-13 08:17:37.677367,Cars.com
2023 GMC Terrain SLT,"$40,980",3 mi.,Summit White / White,Jet Black,All-wheel Drive,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,3GKALVEG1PL187880,2023-05-13 08:17:41.284945,Cars.com
2020 Toyota Sequoia TRD Pro,"$54,000","73,651 mi.",Green,Black,Four-wheel Drive,Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TDBY5G15LS177500,2023-05-13 08:17:44.095939,Cars.com
2023 Nissan Altima 2.5 SR,"$33,065",10 mi.,White,Sport,Front-wheel Drive,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,1N4BL4CV4PN394037,2023-05-13 08:17:46.756985,Cars.com
2023 Honda CR-V EX-L,"$36,505",–,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H74PH400389,2023-05-13 08:17:49.002454,Cars.com
2020 Lexus IS 300 Base,"$35,077","31,570 mi.",Eminent White Pearl,Chateau,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,JTHD81F2XL5042156,2023-05-13 08:17:51.437748,Cars.com
2017 Genesis G90 5.0 Ultimate,"$24,995","99,215 mi.",Caspian Black,Beige,Rear-wheel Drive,Gasoline,8-Speed Automatic,5.0L V8 32V GDI DOHC,KMHG54JH9HU031968,2023-05-13 08:17:54.844921,Cars.com
2019 Tesla Model X 75D,"$67,500","22,356 mi.",Midnight Silver Metallic,Black,All-wheel Drive,Electric,1-Speed Automatic,Electric,5YJXCBE26KF192153,2023-05-13 08:18:00.341296,Cars.com
2021 Mercedes-Benz CLA 250 Base 4MATIC,"$41,000","23,776 mi.",Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1K5J4HB7MN226986,2023-05-13 08:18:03.329989,Cars.com
2023 Nissan Pathfinder Platinum,"$51,124",1 mi.,Brilliant Silver Metallic,Charcoal,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5N1DR3DK3PC222945,2023-05-13 08:18:06.629820,Cars.com
2013 Chevrolet Camaro 2LS,"$17,785","63,783 mi.",Silver Ice Metallic,Gray,Rear-wheel Drive,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,2G1FA1E36D9104688,2023-05-13 08:18:10.122957,Cars.com
2023 Audi TT 2.0T,"$55,990",2 mi.,Glacier White Metallic,Black / Rock Gray,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,TRUAEAFV2P1004110,2023-05-13 08:18:13.642043,Cars.com
2024 Chevrolet Silverado 3500 LT,"$70,010",3 mi.,Summit White / White,Jet Black,Four-wheel Drive,Gasoline,–,8 Cylinder,1GC5YTEY0RF117618,2023-05-13 08:18:16.896647,Cars.com
2023 Chevrolet Silverado 3500 LTZ,"$77,125",1 mi.,Summit White / White,Jet Black,Four-wheel Drive,Diesel,OTHER,6.6L V8 32V DDI OHV Turbo Diesel,1GC4YUEY8PF249119,2023-05-13 08:18:18.751398,Cars.com
2023 Ford F-150 Lariat,"$65,605",2 mi.,Black Metallic,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FTFW1E51PKD26231,2023-05-13 08:18:20.940401,Cars.com
2022 Mercedes-Benz A-Class A 220 4MATIC,"$44,150",12 mi.,MANUFAKTUR Patagonia Red Metallic,–,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1K3G4FB1NJ367750,2023-05-13 08:18:24.166142,Cars.com
2023 Nissan Titan Platinum Reserve,"$68,900",–,Cardinal Red Metallic,Beige,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1N6AA1ED1PN113601,2023-05-13 08:18:27.167323,Cars.com
2009 Lexus RX 350 ,"$13,900","99,976 mi.",Smoky Granite Mica,Gray,All-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI DOHC,2T2HK31U19C128701,2023-05-13 08:18:29.013749,Cars.com
2023 Ford F-150 XLT,"$62,075",6 mi.,Black Metallic,Black,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTFW1E81PFA41578,2023-05-13 08:18:32.151949,Cars.com
2023 Subaru Outback Wilderness,"$40,358",5 mi.,Crystal White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4BTGSD1P3218705,2023-05-13 08:18:34.688781,Cars.com
2023 Chevrolet Colorado Trail Boss,"$39,415",0 mi.,Black,Jet Black,Four-wheel Drive,Gasoline,8-Speed Automatic,2.7L I4 16V GDI DOHC Turbo,1GCPTEEK2P1160608,2023-05-13 08:18:36.450577,Cars.com
2021 Land Rover Range Rover Velar S,"$47,998","34,008 mi.",Yulong White,Ebony,Four-wheel Drive,Gasoline,Automatic,I4,SALYJ2EX4MA306726,2023-05-13 08:18:38.628100,Cars.com
2022 Volkswagen Atlas Cross Sport 2.0T SE w/Technology,"$36,447","16,782 mi.",Deep Black Pearl Effect,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1V2KC2CA0NC224874,2023-05-13 08:18:41.448553,Cars.com
2022 Mercedes-Benz EQB 350 Base 4MATIC,"$53,869","5,482 mi.",Digital White,Black,All-wheel Drive,Electric,1-Speed Automatic,Electric,W1N9M1DB8NN011182,2023-05-13 08:18:43.863863,Cars.com
2023 Toyota RAV4 Hybrid Woodland Edition,"$35,460",–,Cavalry Blue,Black,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,2T3UWRFV4PW23F101,2023-05-13 08:18:46.105117,Cars.com
2023 Ford Bronco Black Diamond,"$63,470",–,Hot Pepper Red Metallic Tinted Clearcoat,Dark Gray,Four-wheel Drive,Gasoline,Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FMEE5DP0PLB11454,2023-05-13 08:18:47.913598,Cars.com
2022 Ford F-150 Lightning LARIAT,"$69,995","8,870 mi.",Atlas Blue Metallic,Black,All-wheel Drive,Electric,1-Speed Automatic,Electric,1FTVW1EL5NWG15645,2023-05-13 08:18:49.610553,Cars.com
2023 Kia Sorento Hybrid EX,"$40,985",11 mi.,Snow White Pearl,Black,All-wheel Drive,Hybrid,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,KNDRHDLG3P5177185,2023-05-13 08:18:59.844027,Cars.com
2022 Lincoln Navigator Reserve,"$96,595",30 mi.,Ceramic Pearl Metallic,Sandstone,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5LMJJ2LT9NEL16325,2023-05-13 08:19:02.623304,Cars.com
2020 Volvo XC40 T5 Momentum,"$36,495","24,478 mi.",Ice White,Blond,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,YV4162UK5L2178244,2023-05-13 08:19:04.708643,Cars.com
2023 Jeep Cherokee Trailhawk,"$39,290",9 mi.,Bright White Clearcoat,Black,Four-wheel Drive,Gasoline,Automatic,"MultiAir2 Tigershark 2.4L I-4 variable valve control, engine wit",1C4PJMMB4PD106680,2023-05-13 08:19:07.375229,Cars.com
2023 Cadillac CT5-V ,"$65,595",0 mi.,Summit White,Jet Black with Jet Black accents,All-wheel Drive,Gasoline,Automatic,Turbocharged Gas V6 3.0L/,1G6DV5RW0P0141946,2023-05-13 08:19:10.146202,Cars.com
2023 Chevrolet Silverado 3500 WT,"$48,678",62 mi.,Summit White,Jet Black,Rear-wheel Drive,Gasoline,Automatic,"6.6L V-8 gasoline direct injection, variable valve control, engi",1GB4WRE73PF114595,2023-05-13 08:19:12.112142,Cars.com
2020 Subaru Ascent Touring 7-Passenger,"$32,964","58,331 mi.",White,Java Brown,All-wheel Drive,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMARD0L3418969,2023-05-13 08:19:15.584822,Cars.com
2023 Ford Mustang Mach 1,"$60,141",6 mi.,Eruption Green Metallic,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8R08P5500319,2023-05-13 08:19:18.112851,Cars.com
2023 GMC Terrain Denali,"$41,985",3 mi.,Deep Bronze Metallic,Jet Black,All-wheel Drive,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,3GKALXEG9PL172314,2023-05-13 08:19:21.705255,Cars.com
2018 Nissan Altima 2.5 S,"$20,998","45,620 mi.",Glacier White,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,1N4AL3AP8JC140165,2023-05-13 08:19:24.472309,Cars.com
2022 Kia Sorento X-Line EX,"$40,887","9,922 mi.",Gravity Gray,Black,All-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.5L I4 16V PDI DOHC Turbo,5XYRHDLF3NG097297,2023-05-13 08:19:27.798225,Cars.com
2019 BMW 430 i xDrive,"$32,523","32,969 mi.",Jet Black,Cashmere Beige,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4W5C56KAE49331,2023-05-13 08:19:29.934760,Cars.com
2023 Toyota RAV4 Hybrid XSE,"$42,449",–,Magnetic Gray Metallic,Black,AWD,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,2T3E6RFV3PW21F331,2023-05-13 08:19:32.234870,Cars.com
2023 Toyota RAV4 Hybrid XLE Premium,"$38,799",–,Lunar Rock,Ash,All-wheel Drive,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,JTMB6RFV3PD095719,2023-05-13 08:19:35.527605,Cars.com
2019 Honda Odyssey EX-L,"$32,881","75,120 mi.",Pacific Pewter Metallic,Mocha,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H72KB091876,2023-05-13 08:19:37.528212,Cars.com
2022 Volkswagen Atlas 2.0T SEL,"$39,927","15,241 mi.",Platinum Gray Metallic,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1V2BP2CA1NC520488,2023-05-13 08:19:40.610249,Cars.com
2023 Toyota RAV4 Hybrid XLE,"$37,733",–,White,Ash,AWD,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,4T3RWRFV7PU21G791,2023-05-13 08:19:43.401172,Cars.com
2022 Ford F-150 Lightning LARIAT,"$75,000","1,525 mi.",Black,–,All-wheel Drive,Electric,1-Speed Automatic,Electric,1FTVW1EL7NWG15257,2023-05-13 08:19:46.361205,Cars.com
2023 Hyundai Elantra HEV Blue,"$25,370",5 mi.,Onyx Black,Gray,Front-wheel Drive,Hybrid,6-Speed DCT Automatic,1.6L I4 16V GDI DOHC Hybrid,KMHLM4AJ3PU068209,2023-05-13 08:19:48.234223,Cars.com
2023 Ford F-150 Lariat,"$60,262",4 mi.,Atlas Blue Metallic,Black,Four-wheel Drive,–,OTHER,5.0L V8 32V PDI DOHC,1FTFW1E50PKE27647,2023-05-13 08:19:51.293848,Cars.com
2023 Nissan Titan XD Platinum Reserve,"$69,800",–,Super Black,–,Four-wheel Drive,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1N6AA1FB3PN112818,2023-05-13 08:19:57.712753,Cars.com
2022 RAM 1500 Big Horn,"$50,477",80 mi.,Diamond Black,Black,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C6RRFFG2NN459214,2023-05-13 08:20:00.265738,Cars.com
2022 Kia Sorento EX,"$39,845",25 mi.,Sapphire Blue,Gray,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.5L I4 16V PDI DOHC Turbo,5XYRH4LF1NG154080,2023-05-13 08:20:03.126576,Cars.com
2017 Chevrolet Cruze LT,"$12,911","99,297 mi.",Graphite Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,1.4L I4 16V GDI DOHC Turbo,3G1BE6SM7HS538625,2023-05-13 08:20:06.089605,Cars.com
2023 Mercedes-Benz GLA 250 Base 4MATIC,"$50,040",3 mi.,–,Black,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,W1N4N4HB7PJ497805,2023-05-13 08:20:07.732290,Cars.com
2020 BMW X7 xDrive40i,"$56,888","37,854 mi.",Jet Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C01L9B60179,2023-05-13 08:20:10.599755,Cars.com
2021 Volkswagen Arteon 2.0T SEL Premium R-Line,"$37,950","14,320 mi.",Deep Black Pearl Effect,Titan Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WVWTR7AN9ME012081,2023-05-13 08:20:13.776951,Cars.com
2020 Volvo S90 T6 Inscription,"$47,995","16,689 mi.",Onyx Black Metallic,Amber,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,LVYA22ML8LP169704,2023-05-13 08:20:16.997876,Cars.com
2023 Ford Mustang Mach-E GT,"$70,395",2 mi.,Shadow Black,Gray,All-wheel Drive,Electric,Automatic,Electric,3FMTK4SX4PMA12499,2023-05-13 08:20:20.112880,Cars.com
2024 BMW X6 xDrive40i,"$85,745",8 mi.,Black Sapphire Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L DOHC 24V,5UX33EX02R9S29066,2023-05-13 08:20:23.151800,Cars.com
2023 Genesis GV80 2.5T,"$59,995","4,602 mi.",Green,Obsidian Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V PDI DOHC Turbo,KMUHBDSB7PU122311,2023-05-13 08:20:26.649719,Cars.com
2019 Mercedes-Benz A-Class A 220 4MATIC,"$34,495","28,214 mi.",Denim Blue Metallic,Macchiato Beige,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WDD3G4FB5KW033509,2023-05-13 08:20:28.964765,Cars.com
2023 Chevrolet Tahoe High Country,"$84,940",0 mi.,Black,Jet Black,Four-wheel Drive,Gasoline,Automatic,Gas V8 6.2L/,1GNSKTKL9PR371621,2023-05-13 08:20:32.420972,Cars.com
2023 Chevrolet Silverado 3500 WT,"$46,878",15 mi.,Summit White,Jet Black,Rear-wheel Drive,Gasoline,Automatic,"6.6L V-8 gasoline direct injection, variable valve control, engi",1GB5WRE74PF172932,2023-05-13 08:20:34.688786,Cars.com
2022 Kia Sorento SX,"$37,838","16,017 mi.",Glacial White Pearl,Black,All-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.5L I4 16V PDI DOHC Turbo,5XYRKDLF8NG075927,2023-05-13 08:20:37.057302,Cars.com
2023 Toyota Corolla Cross LE,"$29,589",–,Jet Black,Black,AWD,Gasoline,Automatic CVT,2.0L I4 16V PDI DOHC,7MUBAABG2PV060381,2023-05-13 08:20:40.229798,Cars.com
2023 Hyundai Elantra SEL,"$23,020",10 mi.,Metal,Black,Front-wheel Drive,Gasoline,IVT,2.0L I4 16V MPFI DOHC,KMHLM4AG2PU551646,2023-05-13 08:20:42.570661,Cars.com
2023 Toyota 4Runner TRD Pro,"$56,357",–,Midnight Black Metallic,Black / Graphite,Four-wheel Drive,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTELU5JR5P6136249,2023-05-13 08:20:45.136703,Cars.com
2023 Ford F-150 Lightning LARIAT,"$79,995","1,619 mi.",Rapid Red Metallic Tinted Clearcoat,–,All-wheel Drive,Electric,SINGLE SPEED,Electric,1FTVW1EV7PWG04246,2023-05-13 08:20:48.256209,Cars.com
