Car Name,Car Price,Car Mileage,Exterior Color,Interior Color,Drivetrain,Fuel Type,Transmission,Engine,VIN,TimeStamp,Source
2020 Cadillac XT6 Premium Luxury FWD,"$38,736","49,609 mi.",Crystal White Tri-Coat,Cirrus,Front-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKPCRSXLZ182729,2023-05-14 08:20:31.324919,Cars.com
2023 Nissan Leaf S,"$28,988",8 mi.,Glacier White,Black,FWD,Electric,Automatic,Electric,1N4AZ1BV5PC561320,2023-05-14 08:20:32.931547,Cars.com
2022 Ford Escape SE,"$28,430",16 mi.,Gray Metallic,Dark Earth Gray,Front-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,1FMCU0G65NUB26734,2023-05-14 08:20:35.898315,Cars.com
2023 Ford Mustang Mach-E Premium,"$58,975",5 mi.,Space White Metallic,Light Space Gray,All-wheel Drive,Electric,Automatic,Electric,3FMTK3SS0PMA18928,2023-05-14 08:20:37.876447,Cars.com
2022 Kia Seltos EX,"$24,967","10,041 mi.",Neptune Blue,Black,All-wheel Drive,Gasoline,Automatic,"2L I-4 DOHC, variable valve control, engine with 146HP",KNDERCAA6N7296371,2023-05-14 08:20:39.987857,Cars.com
2022 Mercedes-Benz EQS 450+ Base,"$75,103","4,284 mi.",Diamond White,Macchiato Beige,Rear-wheel Drive,Electric,1-Speed Automatic,Electric,W1KCG2DB4NA016547,2023-05-14 08:20:41.745268,Cars.com
2023 BMW X1 xDrive28i,"$45,195",10 mi.,Green Metallic,Oyster,All-wheel Drive,Gasoline,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBX73EF0XP5W75638,2023-05-14 08:20:45.318617,Cars.com
2024 Chevrolet Trax ACTIV,Not Priced,0 mi.,Summit White,Jet Black,Front-wheel Drive,Gasoline,6-Speed Automatic,1.2L 3 Cyl.,KL77LKE22RC007441,2023-05-14 08:20:47.255833,Cars.com
2024 Chevrolet Trax 2RS,Not Priced,0 mi.,Black,Jet Black,Front-wheel Drive,Gasoline,6-Speed Automatic,1.2L 3 Cyl.,KL77LJE27RC006750,2023-05-14 08:20:49.007539,Cars.com
2023 Genesis GV70 2.5T,"$53,500",5 mi.,Green,Vanilla,All-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,2.5L I4 16V PDI DOHC Turbo,KMUMADTB5PU132416,2023-05-14 08:20:52.837682,Cars.com
2018 Ford Expedition Limited,"$35,995","95,661 mi.",Stone Gray Metallic,Medium Stone,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJU2AT1JEA52895,2023-05-14 08:20:54.709763,Cars.com
2023 Ford F-150 Lightning LARIAT,"$85,104",–,Carbonized Gray Metallic,–,All-wheel Drive,Electric,SINGLE SPEED,Electric,1FTVW1EV7PWG06434,2023-05-14 08:20:56.666008,Cars.com
2023 Ford Bronco Black Diamond,"$63,470",–,Hot Pepper Red Metallic Tinted Clearcoat,Dark Gray,Four-wheel Drive,Gasoline,Automatic,2.7L V6 24V PDI DOHC Twin Turbo,1FMEE5DP0PLB11454,2023-05-14 08:20:58.969798,Cars.com
2023 Dodge Charger Scat Pack,"$54,385",1 mi.,B5 Blue Pearlcoat,Black,Rear-wheel Drive,Gasoline,Automatic,6.4L V8 16V MPFI OHV,2C3CDXGJ8PH583534,2023-05-14 08:21:01.766398,Cars.com
2022 Ford Mustang RUBICON,"$140,270",–,Shadow Black,–,Rear-wheel Drive,Gasoline,6-Speed Manual,5.0L V8 32V PDI DOHC,1FA6P8CF5N5121045,2023-05-14 08:21:05.161830,Cars.com
2024 Chevrolet Trax 2RS,"$25,645",–,Summit White / White,Jet Black,Front-wheel Drive,Gasoline,OTHER,3 Cylinder,KL77LJE2XRC015989,2023-05-14 08:21:06.839304,Cars.com
2023 Chevrolet Colorado Z71,"$45,255",2 mi.,Glacier Blue Metallic,Jet Black,Four-wheel Drive,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,1GCPTDEK2P1133905,2023-05-14 08:21:10.512858,Cars.com
2023 Chrysler Pacifica Touring-L,"$45,915",13 mi.,Bright White Clearcoat,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V MPFI DOHC,2C4RC1BG9PR551140,2023-05-14 08:21:19.218706,Cars.com
2023 Honda Passport TrailSport,"$45,400",1 mi.,Radiant Red Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H64PB008753,2023-05-14 08:21:22.332617,Cars.com
2018 Ford Expedition Limited,"$42,672","50,909 mi.",Ruby Red Metallic Tinted Clearcoat,Medium Stone,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJU2AT3JEA52977,2023-05-14 08:21:25.421692,Cars.com
2023 Land Rover Defender 75th Edition,"$94,560",5 mi.,Grasmere Green,Ebony,Four-wheel Drive,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,SALEW6EU8P2169189,2023-05-14 08:21:27.579050,Cars.com
2023 Chevrolet Silverado 1500 ZR2,"$70,910",183 mi.,Sterling Gray Metallic,Jet Black,Four-wheel Drive,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,3GCUDHELXPG250570,2023-05-14 08:21:30.204312,Cars.com
2023 Mazda CX-50 2.5 S Preferred Plus Package,"$34,570",5 mi.,Polymetal Gray Metallic,Black,All-wheel Drive,Gasoline,Automatic,2.5L I4 16V GDI DOHC,7MMVABCM6PN140922,2023-05-14 08:21:33.894015,Cars.com
2022 Ford Mustang Mach-E Select,"$45,170",118 mi.,Gray Metallic,Black Onyx,Rear-wheel Drive,Electric,1-Speed Automatic,Electric,3FMTK1RM2NMA42740,2023-05-14 08:21:36.910423,Cars.com
2021 BMW M5 Base,"$79,990","20,396 mi.",Alpine White,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBS83CH01MCF84764,2023-05-14 08:21:38.722868,Cars.com
2023 Volkswagen Tiguan 2.0T S,"$29,015",13 mi.,Platinum Gray Metallic,Titan Black,Front-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3VVRB7AX8PM072451,2023-05-14 08:21:41.098139,Cars.com
2019 Maserati Quattroporte S,"$44,360","20,710 mi.",Nero,Nero,Rear-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,ZAM56YPA0K1315987,2023-05-14 08:21:44.555478,Cars.com
2020 Buick Enclave Essence,"$32,900","41,830 mi.",White Frost Tri-Coat,Dark Galvanized,Front-wheel Drive,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,5GAERBKW0LJ147833,2023-05-14 08:21:46.174734,Cars.com
2021 Ford Mustang Mach-E Premium,"$44,975","21,819 mi.",Carbonized Gray Metallic,Black,All-wheel Drive,Electric,1-Speed Automatic,Electric,3FMTK3SU8MMA02568,2023-05-14 08:21:49.399956,Cars.com
2023 RAM 1500 Laramie,"$62,230",7 mi.,Delmonico Red Pearlcoat,Black,Four-wheel Drive,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT5PN596138,2023-05-14 08:21:53.123823,Cars.com
2022 Ford Explorer Timberline,"$49,080",468 mi.,Forged Green Metallic,Deep Cypress,Four-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FMSK8JH9NGC34766,2023-05-14 08:21:55.556122,Cars.com
2022 Mercedes-Benz EQB 350 Base 4MATIC,"$53,869","5,482 mi.",Digital White,Black,All-wheel Drive,Electric,1-Speed Automatic,Electric,W1N9M1DB8NN011182,2023-05-14 08:21:58.248070,Cars.com
2019 BMW 430 i xDrive,"$32,523","32,969 mi.",Jet Black,Cashmere Beige,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA4W5C56KAE49331,2023-05-14 08:22:00.349021,Cars.com
2023 Nissan Kicks SV,"$24,525",10 mi.,Aspen White / Super Black,Charcoal,Front-wheel Drive,Gasoline,Automatic CVT,1.6L I4 16V MPFI DOHC,3N1CP5CV7PL513436,2023-05-14 08:22:03.173622,Cars.com
2022 RAM 2500 Tradesman,"$52,045",0 mi.,Billet Silver Metallic Clearcoat,Black,Four-wheel Drive,Gasoline,Automatic,6.4L V8 16V MPFI OHV,3C6UR5HJ6NG351717,2023-05-14 08:22:06.409273,Cars.com
2015 Lexus RX 350 Base,"$19,995","111,548 mi.",Ultra White,Parchment,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2T2ZK1BA7FC159766,2023-05-14 08:22:09.607377,Cars.com
2018 RAM 3500 Laramie,"$61,995","28,192 mi.",Bright White Clearcoat,Black,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L I6 24V DDI OHV Turbo Diesel,3C63RRJL8JG429200,2023-05-14 08:22:12.880977,Cars.com
2023 Honda Ridgeline Black Edition,"$50,820",–,Platinum White,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F81PB012933,2023-05-14 08:22:22.391157,Cars.com
2023 RAM 1500 Big Horn,"$55,660",34 mi.,Granite Crystal Clearcoat Metallic,Diesel Gray / Black,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C6RRFFG8PN571423,2023-05-14 08:22:25.495081,Cars.com
2023 Honda Pilot TrailSport,"$51,845",10 mi.,Sky,Black,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H63PB009056,2023-05-14 08:22:28.048285,Cars.com
2021 Mercedes-Benz CLA 250 Base 4MATIC,"$41,000","23,776 mi.",Black,Black,All-wheel Drive,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,W1K5J4HB7MN226986,2023-05-14 08:22:30.220824,Cars.com
2019 Nissan Pathfinder SL,"$21,711","65,976 mi.",Gun Metallic,Charcoal,Front-wheel Drive,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DR2MN1KC610298,2023-05-14 08:22:33.081268,Cars.com
2023 Kia Sportage Hybrid EX,"$33,435",11 mi.,Snow White Pearl,Black,AWD,Hybrid,Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid,KNDPVCAG3P7075869,2023-05-14 08:22:36.610767,Cars.com
2022 Mercedes-Benz S-Class S 580 4MATIC,"$114,995","17,814 mi.",Black,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,W1K6G7GB4NA142350,2023-05-14 08:22:38.808718,Cars.com
2022 Ford Mustang EcoBoost Premium,"$43,550",8 mi.,Shadow Black,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FA6P8TH3N5150061,2023-05-14 08:22:41.880270,Cars.com
2023 BMW iX M60,"$116,020",–,Storm Bay Metallic,Chestnut,All-wheel Drive,Electric,Automatic,Electric,WB533CF08PCL95899,2023-05-14 08:22:45.463185,Cars.com
2022 Volvo XC60 Recharge Plug-In Hybrid T8 Inscription Expression,"$50,886","6,443 mi.",Crystal White Metallic,–,All-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Hybrid,YV4BR0DZ2N1992163,2023-05-14 08:22:48.745452,Cars.com
2023 Chevrolet Camaro 1LS,"$28,715",10 mi.,Black,Jet Black,Rear-wheel Drive,Gasoline,–,2.0L I4 16V GDI DOHC Turbo,1G1FB1RX0P0140420,2023-05-14 08:22:52.820907,Cars.com
2023 Chevrolet Silverado 1500 LT,"$53,404",1 mi.,Sterling Gray Metallic,Jet Black,Four-wheel Drive,Diesel,Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,1GCUDDE82PZ192149,2023-05-14 08:22:55.814637,Cars.com
2021 Kia Sorento SX,"$36,399","3,923 mi.",Sapphire Blue / Blue,Black,All-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.5L I4 16V PDI DOHC Turbo,5XYRKDLF7MG046272,2023-05-14 08:22:57.523011,Cars.com
2022 Ford Mustang GT Premium,"$48,520",4 mi.,Shadow Black,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8CF1N5147433,2023-05-14 08:23:00.469955,Cars.com
2022 Ford Mustang GT Premium,"$49,515","5,000 mi.",Carbonized Gray Metallic,Ebony,Rear-wheel Drive,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8CF2N5143195,2023-05-14 08:23:03.978574,Cars.com
2023 Nissan Altima 2.5 SR,"$34,145",10 mi.,Gun Metallic,Sport,All-wheel Drive,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,1N4BL4CW2PN394238,2023-05-14 08:23:06.304620,Cars.com
2023 Toyota Sienna XLE,"$49,925",–,Celestial Silver Metallic,Graphite,AWD,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,5TDJSKFC7PS21B381,2023-05-14 08:23:08.249132,Cars.com
2023 Ford F-250 XL,"$59,810",–,Oxford White,Medium Dark Slate,Four-wheel Drive,Gasoline,Automatic,8 Cylinder,1FTBF2BA2PEC61135,2023-05-14 08:23:11.746850,Cars.com
2023 Chevrolet Equinox RS,"$37,065",17 mi.,Radiant Red,Jet Black,Front-wheel Drive,Gasoline,OTHER,1.5L I4 16V GDI DOHC Turbo,3GNAXMEG8PS192629,2023-05-14 08:23:14.286864,Cars.com
2015 Audi S8 4.0T quattro,"$41,995","31,343 mi.",Monsoon Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,WAUK2AFD8FN005345,2023-05-14 08:23:17.616330,Cars.com
2023 Ford F-150 XLT,"$64,325",–,Black Metallic,Medium Dark Slate,Four-wheel Drive,Hybrid,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo Hybrid,1FTFW1ED4PFB26976,2023-05-14 08:23:24.468363,Cars.com
2022 Ford Expedition XLT,"$63,950","11,781 mi.",Dark Matter Metallic,Black Onyx,Four-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJU1JT7NEA18301,2023-05-14 08:23:26.762272,Cars.com
2023 Hyundai IONIQ 5 SEL,"$53,820",7 mi.,Cyber Gray,Black,All-wheel Drive,Electric,Automatic,Electric,KM8KNDAF4PU156285,2023-05-14 08:23:29.743421,Cars.com
2023 Mazda CX-30 2.5 Turbo Premium Plus Package,"$37,000",88 mi.,Deep Crystal Blue Mica,Black,All-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V,3MVDMBEY1PM500593,2023-05-14 08:23:33.022644,Cars.com
2013 Volkswagen Eos Executive,"$20,950","38,437 mi.",Indium Gray Metallic,Charcoal / Black,Front-wheel Drive,Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WVWFW8AH0DV005543,2023-05-14 08:23:35.999858,Cars.com
2020 Volvo XC90 T6 Momentum 7 Passenger,"$48,976","15,950 mi.",Bright Silver,Slate,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK5L1613194,2023-05-14 08:23:38.130816,Cars.com
2020 Land Rover Discovery HSE,"$45,995","55,845 mi.",Fuji White,Ebony / Ebony,Four-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALRR2RVXL2433236,2023-05-14 08:23:40.631691,Cars.com
2023 BMW 530 i xDrive,"$52,775","8,157 mi.",Skyscraper Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA13BJ07PCL31444,2023-05-14 08:23:42.322211,Cars.com
2021 Ford Mustang Mach-E Premium,"$43,399","22,088 mi.",Star White,Black Onyx,All-wheel Drive,Electric,1-Speed Automatic,Electric,3FMTK3SS7MMA54689,2023-05-14 08:23:44.114725,Cars.com
2023 Cadillac CT5-V ,"$65,595",0 mi.,Summit White,Jet Black with Jet Black accents,All-wheel Drive,Gasoline,Automatic,Turbocharged Gas V6 3.0L/,1G6DV5RW0P0141946,2023-05-14 08:23:46.678498,Cars.com
2023 Chevrolet Silverado 1500 LT,"$50,297",5 mi.,Sterling Gray Metallic,Jet Black,Four-wheel Drive,Gasoline,Automatic,5.3L V8 16V GDI OHV,1GCRDDED0PZ245725,2023-05-14 08:23:48.678623,Cars.com
2018 Lexus RC 350 Base,"$38,000","53,666 mi.",Ultra White,Rioja Red,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V PDI DOHC,JTHSZ5BC9J5008538,2023-05-14 08:23:52.101900,Cars.com
2023 Ford Mustang EcoBoost,"$44,970",3 mi.,Red Metallic,Ebony,Rear-wheel Drive,Gasoline,6-Speed Manual,2.3L I4 16V GDI DOHC Turbo,1FATP8UH2P5101633,2023-05-14 08:23:54.194812,Cars.com
2022 Ford Mustang Mach-E Premium,"$48,073",777 mi.,Rapid Red Metallic Tinted Clearcoat,Light Space Gray,Rear-wheel Drive,Electric,1-Speed Automatic,Electric,3FMTK3R73NMA31008,2023-05-14 08:23:56.850812,Cars.com
2021 Mazda Mazda6 Grand Touring Reserve,"$28,355","24,894 mi.",Jet Black Mica,Parchment,Front-wheel Drive,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC Turbo,JM1GL1WY9M1610875,2023-05-14 08:23:59.665001,Cars.com
2023 Hyundai Palisade XRT,"$45,150",14 mi.,Steel / Graphite,Black,All-wheel Drive,Gasoline,8-Speed Automatic with SHIFTRONIC,3.8L V6 24V GDI DOHC,KM8R3DGE4PU610473,2023-05-14 08:24:02.777786,Cars.com
2021 BMW 540 i xDrive,"$53,690","27,706 mi.",Bluestone Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA73BJ06MCF31885,2023-05-14 08:24:05.508453,Cars.com
2023 Toyota 4Runner TRD Off Road Premium,"$48,363",–,Lunar Rock,Black / Graphite,4WD,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,JTERU5JRXP6158855,2023-05-14 08:24:09.081833,Cars.com
2023 Ford F-150 Lightning LARIAT,"$85,364",–,Rapid Red Metallic Tinted Clearcoat,–,All-wheel Drive,Electric,Automatic,Electric,1FT6W1EV0PWG13178,2023-05-14 08:24:11.590195,Cars.com
2019 Ford F-150 XLT,"$36,995","46,802 mi.",Blue Jeans Metallic,Medium Light Camel,Four-wheel Drive,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTEW1E44KFD22792,2023-05-14 08:24:13.367625,Cars.com
2023 Hyundai Santa Cruz Limited AWD,"$42,730",7 mi.,Phantom Black,Black,All-wheel Drive,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,5NTJEDAF6PH064347,2023-05-14 08:24:23.102783,Cars.com
2022 RAM 1500 Limited,"$64,977",801 mi.,Bright White Clearcoat,Black,Four-wheel Drive,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFHT3NN453854,2023-05-14 08:24:26.728433,Cars.com
2019 Acura TLX FWD,"$22,485","43,388 mi.",Platinum White,Parchment,Front-wheel Drive,Gasoline,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,19UUB1F38KA009370,2023-05-14 08:24:28.460331,Cars.com
2022 Maserati Quattroporte Modena Q4,"$84,300","1,399 mi.",Nero Ribelle Metallic,Nero,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,ZAM56YRM6N1392875,2023-05-14 08:24:30.218724,Cars.com
2023 Kia Seltos S,"$24,851","3,867 mi.",Steel Gray,Black,All-wheel Drive,Gasoline,IVT,2.0L I4 16V MPFI DOHC,KNDEUCAA7P7405437,2023-05-14 08:24:33.878257,Cars.com
2023 GMC Acadia Denali,"$51,538",4 mi.,Ebony Twilight Metallic,Jet Black,All-wheel Drive,Gasoline,Automatic,Gas V6 3.6L/,1GKKNXLS6PZ188243,2023-05-14 08:24:36.096046,Cars.com
2023 Chevrolet Silverado 1500 LT,"$49,065",6 mi.,Dark Ash Metallic,Black,4WD,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GCRDDED1PZ250688,2023-05-14 08:24:38.956565,Cars.com
2020 Land Rover Discovery HSE,"$48,235","39,363 mi.",Eiger Grey,Ebony / Ebony,Four-wheel Drive,Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,SALRR2RV1L2433576,2023-05-14 08:24:42.394662,Cars.com
2021 Ford Mustang Mach-E Premium,"$47,164","2,133 mi.",Red,Black Onyx,All-wheel Drive,Electric,1-Speed Automatic,Electric,3FMTK3SS0MMA39094,2023-05-14 08:24:45.839078,Cars.com
2021 Ford Mustang Mach-E GT,"$41,999","25,336 mi.",Iconic Silver Metallic,Black Onyx w/Copper Acc,All-wheel Drive,Electric,Automatic,Electric Motor,3FMTK4SE5MMD99705,2023-05-14 08:24:49.353147,Cars.com
2023 BMW M5 Base,"$132,030",10 mi.,Skyscraper Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,WBS83CH0XPCN45883,2023-05-14 08:24:52.598247,Cars.com
2020 Volvo XC90 T6 Momentum 6 Passenger,"$48,500","22,922 mi.",Crystal White Metallic,Blond,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A221K7L1590607,2023-05-14 08:24:55.869896,Cars.com
1969 Ford Bronco ,"$59,995","5,409 mi.",Blue,Black,–,Gasoline,Automatic,5.7L,U15GLF58330,2023-05-14 08:24:59.460061,Cars.com
2015 GMC Canyon SLT,"$33,900","12,976 mi.",Onyx Black,–,Four-wheel Drive,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,1GTG6CE32F1197161,2023-05-14 08:25:02.786004,Cars.com
2023 Chevrolet Silverado 1500 RST,"$55,225",11 mi.,Black,Jet Black,Four-wheel Drive,Diesel,Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,3GCUDEE82PG233238,2023-05-14 08:25:05.529015,Cars.com
2020 Jeep Grand Cherokee Limited,"$37,948","45,890 mi.",Slate Blue Pearlcoat,Black,Four-wheel Drive,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG9LC400482,2023-05-14 08:25:08.098492,Cars.com
2023 Kia Forte GT,"$26,215",5 mi.,Gravity Gray,Black,FWD,Gasoline,6-Speed Manual,1.6L I4 16V GDI DOHC Turbo,3KPF44AC0PE630150,2023-05-14 08:25:11.905303,Cars.com
2023 Ford F-150 XLT,"$56,890",16 mi.,Race Red,Black / Slate Gray,Four-wheel Drive,–,OTHER,5.0L V8 32V PDI DOHC,1FTFW1E52PKD47315,2023-05-14 08:25:13.853899,Cars.com
2023 Jeep Wrangler 4xe Sahara,"$48,695","5,130 mi.",White Knuckle Clearcoat,Black,Four-wheel Drive,Hybrid,Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,1C4JJXP66PW515287,2023-05-14 08:25:17.073928,Cars.com
2019 Ford F-250 Limited,"$75,000","25,165 mi.",Oxford White,Medium Earth Gray,Four-wheel Drive,Diesel,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel,1FT7W2BTXKED59653,2023-05-14 08:25:19.637391,Cars.com
2023 Ford Bronco Sport Big Bend,"$33,375",–,Oxford White,Medium Dark Slate,Four-wheel Drive,Gasoline,8-Speed Automatic,1.5L I3 12V PDI DOHC Turbo,3FMCR9B62PRD48297,2023-05-14 08:25:27.776964,Cars.com
2023 Honda Accord Hybrid Sport,"$32,990",10 mi.,Crystal Black Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,1HGCY2F56PA026273,2023-05-14 08:25:29.800780,Cars.com
2020 BMW M235 Gran Coupe i xDrive,"$36,992","27,001 mi.",Black Sapphire Metallic,Magma Red,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA13AL05L7F81214,2023-05-14 08:25:31.771228,Cars.com
2023 Honda Civic LX,"$24,545",10 mi.,Aegean Blue,Black,FWD,Gasoline,Automatic CVT,2.0L I4 DOHC 16V,2HGFE2F20PH542500,2023-05-14 08:25:34.954681,Cars.com
2016 Mercedes-Benz S-Class S 550,"$43,000","54,875 mi.",Palladium Silver Metallic,Black,Rear-wheel Drive,Gasoline,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,WDDUG8CB4GA243863,2023-05-14 08:25:38.007430,Cars.com
2023 Kia Forte GT-Line,"$24,715",10 mi.,Steel,Black,FWD,Gasoline,IVT,2.0L I4 16V MPFI DOHC,3KPF54AD1PE629045,2023-05-14 08:25:41.207105,Cars.com
2023 Mazda MX-5 Miata Grand Touring,"$35,310",3 mi.,Machine Gray Metallic,Black,Rear-wheel Drive,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,JM1NDAD77P0557442,2023-05-14 08:25:44.751303,Cars.com
2018 Kia Optima LX,"$19,000","40,764 mi.",Snow White Pearl,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5XXGT4L38JG225673,2023-05-14 08:25:46.755683,Cars.com
2023 Kia Forte GT,"$28,015",3 mi.,Aurora Black,Black,Front-wheel Drive,Gasoline,Automatic,"1.6L I-4 gasoline direct injection, DOHC, D-CVVT variable valve",3KPF44AC6PE617466,2023-05-14 08:25:49.423451,Cars.com
2024 BMW X7 xDrive40i,"$90,195",10 mi.,Mineral White Metallic,Cognac,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V DOHC,5UX23EM0XR9S16811,2023-05-14 08:25:52.505168,Cars.com
2021 GMC Yukon SLT,"$53,750","69,314 mi.",Beige Pearl Metallic,Dark Walnut,Four-wheel Drive,Gasoline,10-Speed Automatic,5.3L V8 16V GDI OHV,1GKS2BKDXMR368593,2023-05-14 08:25:55.578549,Cars.com
2019 BMW X7 xDrive50i,"$64,395","38,450 mi.",Carbon Black Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,5UXCX4C57KLS38712,2023-05-14 08:25:58.092809,Cars.com
2024 BMW X5 xDrive40i,"$74,695",16 mi.,Skyscraper Gray Metallic,Black,All-wheel Drive,Gasoline,8-Speed Automatic,3.0L I6 24V DOHC,5UX23EU05R9S21687,2023-05-14 08:26:00.416358,Cars.com
2023 Porsche Macan Base,"$73,888",835 mi.,Chalk,Black,All-wheel Drive,Gasoline,7-Speed PDK Automatic,2.0L I4 16V GDI DOHC Turbo,WP1AA2A5XPLB10214,2023-05-14 08:26:03.205354,Cars.com
2022 BMW 430 i xDrive,"$55,878","7,004 mi.",Black Sapphire Metallic,Tacora Red,All-wheel Drive,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA43AT05NCH75555,2023-05-14 08:26:07.064949,Cars.com
2023 Hyundai Santa Cruz 2.5T Limited,"$42,475",8 mi.,Phantom Black,Dark Gray,AWD,Gasoline,Automatic,2.5L I4 16V PDI DOHC Turbo,5NTJEDAF6PH073047,2023-05-14 08:26:09.599283,Cars.com
2023 Hyundai Santa Cruz 2.5T Limited,"$41,475",12 mi.,Blue Stone,Black,All-wheel Drive,Gasoline,SHIFTRONIC,2.5L I4 16V PDI DOHC Turbo,5NTJEDAF7PH061151,2023-05-14 08:26:12.706953,Cars.com
